Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Status Cobrança
KJ22;R121;387327;176000;30/04/2024;Em dia
K19X;B08;386299;175929;30/04/2024;Não atende
KJ22;I122;387188;176123;30/04/2024;Financiamento - Em Tratativa
LA92;U114;387348;180952;30/04/2024;Pago / Em dia
KJ22;Q123;387361;176118;30/04/2024;Retorno
KJ22;M133;387306;176144;30/04/2024;Não atende
KJ32;TB102;387370;180883;30/04/2024;Não atende
KT32;M516;387370;179765;30/04/2024;Não atende
KT32;M517;387370;179766;30/04/2024;Não atende
KT32;F511;387405;176172;30/04/2024;Promessa de pagamento
KF22;H228;387451;176141;30/04/2024;Não atende/Enviado whatsapp
KF22;F233;387382;176176;30/04/2024;Não atende
KJ22;J110;386932;176180;30/04/2024;Direcionado ao SAC - Duvidas
KJ22;U119;387386;176234;30/04/2024;Financiamento - Sem interesse
KT32;W506;387516;176436;30/04/2024;Pago / Em dia
K19X;R05;387546;176309;30/04/2024;Pago / Em dia
KJ62;E217;387575;176406;30/04/2024;Recado
KT32;AA512;387576;176707;30/04/2024;Em dia
KF22;J239;387605;176632;30/04/2024;Pago / Em dia
KF22;J240;387609;176633;30/04/2024;Pago / Em dia
KP92;J111;387631;176422;30/04/2024;Não atende
KJ62;E221;387717;176409;30/04/2024;Promessa de pagamento
KJ62;C224;387725;176711;30/04/2024;Financiamento - Sem interesse
KJ62;C220;387726;176447;30/04/2024;Pago / Em dia
KK22;CA117;387756;176307;30/04/2024;Alega pagamento
KF22;L249;387796;176471;30/04/2024;Em dia
M782;L128;388812;176375;30/04/2024;Pago / Em dia
K232;I016;349378;115091;30/04/2024;Acordo (de acordo recebido)
KF86;Q322;349433;166776;30/04/2024;Retorno
KN06;J512;349444;166801;30/04/2024;Pago / Em dia
LA36;Q419;349447;177771;30/04/2024;Pago / Em dia
M522;26A02;349466;166771;30/04/2024;Alega pagamento
L242;S06;349474;166789;30/04/2024;Não atende
M916;T113;349668;166926;30/04/2024;Não atende
LD16;B505;349806;181015;30/04/2024;Pago / Em dia
LD16;B504;349806;181016;30/04/2024;Pago / Em dia
M322;Q0317;346992;167353;30/04/2024;Pago / Em dia
M192;N113;349719;167355;30/04/2024;Financiamento - Em Tratativa
M822;J406;350295;167263;30/04/2024;Em Negociação
KN06;M525;350569;167443;30/04/2024;Não atende
KN06;V501;350601;167442;30/04/2024;Retorno
K19X;N20;350710;167502;30/04/2024;Retorno
KK22;E111;349699;167252;30/04/2024;Pago / Em dia
KZ22;CO0104;349816;178971;30/04/2024;Alega pagamento
KZ22;CO0105;349816;181385;30/04/2024;Alega pagamento
KZ22;CO0106;349816;181384;30/04/2024;Alega pagamento
KZ22;IA209;349816;177999;30/04/2024;Alega pagamento
KZ22;CO0102;349816;178967;30/04/2024;Alega pagamento
KZ22;CO0103;349816;178966;30/04/2024;Alega pagamento
KZ22;CO0101;349816;178968;30/04/2024;Alega pagamento
KD26;CA203;349831;167002;30/04/2024;Não atende
LA36;D412;349910;177787;30/04/2024;Não atende
KF86;H302;350440;167365;30/04/2024;Promessa de pagamento
M632;Q0308;350458;145490;30/04/2024;Financiamento - Em Tratativa
L220;B05;198270;182464;30/04/2024;Promessa de pagamento
L220;B12;198270;183030;30/04/2024;Promessa de pagamento
KF86;OA317;349451;167536;30/04/2024;Não atende/Enviado whatsapp
M822;U411;350919;166476;30/04/2024;Bloqueio de cobrança Ausa
KN06;U516;351161;167809;30/04/2024;Não atende
KG92;O212;351200;167921;30/04/2024;Pago / Em dia
KK22;I101;351224;177548;30/04/2024;Financiamento - Em Tratativa
KG92;U207;351230;167833;30/04/2024;Pago / Em dia
M692;J11;351261;167856;30/04/2024;Não atende
M692;AH17;351303;167911;30/04/2024;Retorno
M330;U26;351393;167938;30/04/2024;Não atende
KZ22;Z207;344906;178109;30/04/2024;Óbito
M752;O113;345558;163941;30/04/2024;Financiamento - Em Tratativa
KF86;G311;345566;163948;30/04/2024;Ação judicial
M916;HA103;345788;164130;30/04/2024;Pago / Em dia
M152;A305;346184;164409;30/04/2024;Pago / Em dia
M632;Q0702;346265;164484;30/04/2024;Sem acordo
M330;E06;346840;165111;30/04/2024;Não atende
L242;J15;346854;165018;30/04/2024;Não atende
LD16;U516;275523;181008;30/04/2024;Financiamento - Em Tratativa
KJ82;Q1111;193501;178400;30/04/2024;Financiamento - Em Tratativa
M822;W401;352441;168769;30/04/2024;Pago / Em dia
M330;P09;352709;168850;30/04/2024;Não atende
M372;L03;340839;169143;30/04/2024;Não atende
M916;FA118;352947;169056;30/04/2024;Retorno
KN06;R513;352960;169084;30/04/2024;Não atende
KP92;L127;353222;169303;30/04/2024;Retorno
KP92;H105;353240;169290;30/04/2024;Financiamento - Em Tratativa
KP92;L104;353241;169432;30/04/2024;Retorno
KP92;G114;353263;169460;30/04/2024;Recado
KP92;E106;353276;169319;30/04/2024;Recado
KP92;C116;353520;169323;30/04/2024;Retorno
KP92;C112;353531;169326;30/04/2024;Financiamento - Em Tratativa
KP92;P120;353571;169428;30/04/2024;Não atende
KP92;P116;353571;177508;30/04/2024;Não atende
KP92;M127;353839;169478;30/04/2024;Recado
KJ82;Q0222;223698;178563;30/04/2024;Promessa de pagamento
KD82;T04;249451;180061;30/04/2024;Pago / Em dia
KZ52;606;86927;182894;30/04/2024;Promessa de pagamento
KZ52;510;86927;182895;30/04/2024;Pago / Em dia
KD82;M02;264592;182175;30/04/2024;Promessa de pagamento
KT32;J511;274441;176977;30/04/2024;Pago / Em dia
KD82;R32;26574;176672;30/04/2024;Não atende
KD82;R33;26574;176687;30/04/2024;Não atende
LB62;A207;264272;182277;30/04/2024;Pago / Em dia
KT16;M422;279813;178740;30/04/2024;Retorno
L220;E09;298169;167012;30/04/2024;Não atende
LB62;L201;171608;182543;30/04/2024;Transferência ASC
KF22;M232;316321;176738;30/04/2024;Pago / Em dia
KF22;M231;316321;176739;30/04/2024;Pago / Em dia
LD16;D510;276192;181509;30/04/2024;Pago / Em dia
LD16;G502;293406;183668;30/04/2024;Pago / Em dia
KD82;Q01;247515;177503;30/04/2024;Pago / Em dia
LA36;P415;276147;177992;30/04/2024;Financiamento - Em Tratativa
KJ82;Q0639;197104;178535;30/04/2024;Não atende
LA36;J405;333924;177890;30/04/2024;Em dia
KK22;W113;350777;167554;30/04/2024;Alega pagamento
KT16;F410;350957;170272;30/04/2024;Promessa de pagamento
KJ82;Q0501;351333;178318;30/04/2024;Financiamento - Em Tratativa
M522;10A14;351245;143838;30/04/2024;Promessa de pagamento
KG92;I202;351520;168399;30/04/2024;Recado
M330;V18;351634;168282;30/04/2024;Sem acordo
LA36;J428;300122;177874;30/04/2024;Recado
LA36;T428;300208;178207;30/04/2024;Pago / Em dia
LD16;L504;309061;184159;30/04/2024;Financiamento - Em Tratativa
KD82;O18;430307;183838;30/04/2024;Pago / Em dia
LD16;U502;430364;183792;30/04/2024;Pago / Em dia
LD16;D515;430365;183702;30/04/2024;Pago / Em dia
LD16;F528;430366;183692;30/04/2024;Pago / Em dia
LE62;F302;430376;183776;30/04/2024;Promessa de pagamento
LF96;R511;430380;183721;30/04/2024;Promessa de pagamento
LF96;R510;430380;183722;30/04/2024;Promessa de pagamento
LD16;K506;430382;183763;30/04/2024;Promessa de pagamento
LE22;M107;430389;183814;30/04/2024;Pago / Em dia
LE62;F304;430389;183751;30/04/2024;Pago / Em dia
LE22;M108;430389;183727;30/04/2024;Pago / Em dia
LD16;J530;430406;183781;30/04/2024;Pago / Em dia
LE62;E307;430442;183805;30/04/2024;Pago / Em dia
LE62;F306;430442;184018;30/04/2024;Pago / Em dia
LE62;E305;430442;183806;30/04/2024;Pago / Em dia
KJ82;Q1227;430448;183777;30/04/2024;Pago / Em dia
KJ82;Q1228;430448;183775;30/04/2024;Pago / Em dia
LB22;AF310;430505;183868;30/04/2024;Alega pagamento
LA92;Q119;430519;183879;30/04/2024;Não atende
LA92;Q120;430519;183880;30/04/2024;Não atende
LA92;S121;430529;183889;30/04/2024;Não atende
LE22;B102;430539;183888;30/04/2024;Promessa de pagamento
LB62;AB210;430542;183824;30/04/2024;Promessa de pagamento
LE62;A301;430554;183860;30/04/2024;Não atende
KJ82;Q0635;430583;183892;30/04/2024;Promessa de pagamento
KD82;O11;388735;183956;30/04/2024;Preventivo de Acordo/Promessa
LE22;M104;430239;183931;30/04/2024;Alega pagamento
LE22;O108;430286;183939;30/04/2024;Pago / Em dia
LE22;O109;430286;183938;30/04/2024;Pago / Em dia
LE22;K105;430293;184017;30/04/2024;Pago / Em dia
LF96;EA512;430507;184035;30/04/2024;Pago / Em dia
M916;C0107;430507;184036;30/04/2024;Pago / Em dia
LF96;EA511;430507;184033;30/04/2024;Promessa de pagamento
LF96;EA509;430507;184042;30/04/2024;Promessa de pagamento
LF96;EA510;430507;184034;30/04/2024;Pago / Em dia
LB62;U211;430540;183927;30/04/2024;Promessa de pagamento
KJ32;XA103;430544;183914;30/04/2024;Pagamento parcial
LA92;S105;430578;183966;30/04/2024;Pago / Em dia
LE22;E108;430609;184027;30/04/2024;Não atende
LE62;C311;430630;183979;30/04/2024;Alega pagamento
LA92;R115;430635;183963;30/04/2024;Promessa de pagamento
KJ32;MA106;430674;184007;30/04/2024;Promessa de pagamento
KF86;PA317;430681;183972;30/04/2024;Em Negociação
LA8X;AQ02;430686;183991;30/04/2024;Promessa de pagamento
LB62;G211;430716;183987;30/04/2024;Retorno
KT32;Z512;430741;174924;30/04/2024;Recado
LE62;D307;430755;184046;30/04/2024;Não atende
LD16;H507;430769;184045;30/04/2024;Promessa de pagamento
LF96;T501;430791;184032;30/04/2024;Promessa de pagamento
KK22;Y116;360798;173632;30/04/2024;Financiamento - Não atende
M782;B121;360800;173645;30/04/2024;Não atende
KT16;U414;360840;173655;30/04/2024;Direcionado ao SAC - Duvidas
M330;N03;360467;173677;30/04/2024;Não atende
M782;A107;361007;173684;30/04/2024;Pago / Em dia
KT16;Q419;361170;173932;30/04/2024;Promessa de pagamento
KT16;I406;361265;178771;30/04/2024;Promessa de pagamento
KD26;L225;356484;176788;30/04/2024;Retorno
KF86;DA312;356484;175172;30/04/2024;Retorno
KP72;D129;358456;174015;30/04/2024;Financiamento - Em Tratativa
KT16;W407;361533;174091;30/04/2024;Não atende
LD16;W506;361577;180969;30/04/2024;Não atende
KD26;X213;361606;174084;30/04/2024;Pago / Em dia
KN06;L521;361665;174093;30/04/2024;Não atende
KN06;X507;361759;174158;30/04/2024;Não atende
KD82;S28;361804;184258;30/04/2024;Não atende
M330;J03;361836;174144;30/04/2024;Não atende/Enviado whatsapp
KT16;X426;361872;174143;30/04/2024;Pago / Em dia
L220;A16;361915;174253;30/04/2024;Recado
LD16;P514;361682;181297;30/04/2024;Pago / Em dia
LD16;P513;361682;181251;30/04/2024;Pago / Em dia
LA36;Q417;361686;178163;30/04/2024;Pago / Em dia
LE56;MU0407;361686;182520;30/04/2024;Preventivo de Acordo/Promessa
LF96;DA501;361686;183651;30/04/2024;Pago / Em dia
KT32;J504;361965;174544;30/04/2024;Não atende
KT32;N523;362009;174525;30/04/2024;Não atende
M782;N133;362085;174396;30/04/2024;Pago / Em dia
KT32;B522;362117;174648;30/04/2024;Não atende
KK22;Y132;362196;174596;30/04/2024;Bloqueio de cobrança Ausa
KT32;W501;362204;174639;30/04/2024;Financiamento - Sem interesse
KT32;J506;362208;174516;30/04/2024;Não atende
KP66;QC1014;362493;174344;30/04/2024;Não atende
LA36;E408;361209;177856;30/04/2024;Pago / Em dia
KT16;N405;362860;174713;30/04/2024;Pago / Em dia
LD16;V534;362860;180916;30/04/2024;Pago / Em dia
KP92;O134;362880;174830;30/04/2024;Pago / Em dia
KT16;F414;362886;174705;30/04/2024;Pagamento parcial
LD16;W513;362886;180806;30/04/2024;Retorno
KT16;R417;362966;174853;30/04/2024;Pago / Em dia
LB62;L209;362973;181948;30/04/2024;Pago / Em dia
KT32;W511;363616;174968;30/04/2024;Alega pagamento
KP92;O124;363623;177422;30/04/2024;Pago / Em dia
KN06;L520;363656;174964;30/04/2024;Não atende
K19X;A01;352914;169171;30/04/2024;Promessa de pagamento
KG92;M210;352984;169407;30/04/2024;Não atende
M692;Z01;353107;169469;30/04/2024;Sem acordo
KP92;Q101;353365;175038;30/04/2024;Pago / Em dia
KP92;K134;353410;169489;30/04/2024;Pago / Em dia
KP92;K133;353410;169276;30/04/2024;Pago / Em dia
KP92;I115;353412;169325;30/04/2024;Retorno
KP92;L136;353434;169448;30/04/2024;Pago / Em dia
KP92;I107;353440;169310;30/04/2024;Pago / Em dia
KP92;O116;353495;169400;30/04/2024;Preventivo de Acordo/Promessa
KP92;F110;353514;169280;30/04/2024;Retorno
KD82;Y04;388176;176407;30/04/2024;Promessa de pagamento
KD82;F08;388181;176408;30/04/2024;Pago / Em dia
KD82;F09;388181;176417;30/04/2024;Pago / Em dia
KD82;X11;388205;176451;30/04/2024;Pago / Em dia
KD82;X23;388217;176348;30/04/2024;Pago / Em dia
KD82;O10;388220;176605;30/04/2024;Promessa parcial
KD82;N10;388234;181320;30/04/2024;Não atende
KD82;V04;388235;176468;30/04/2024;Preventivo de Acordo/Promessa
KD82;H10;388247;176434;30/04/2024;Retorno
KD82;S11;388265;176666;30/04/2024;Pago / Em dia
KD82;L04;388280;176688;30/04/2024;Preventivo de Acordo/Promessa
KD82;E05;388333;176563;30/04/2024;Preventivo de Acordo/Promessa
KD82;F10;388733;176696;30/04/2024;Recado
KD82;S07;388740;176664;30/04/2024;Financiamento - Em Tratativa
KD82;J06;388744;176641;30/04/2024;Retorno
KD82;Y03;388746;176657;30/04/2024;Financiamento - Sem interesse
KD82;T01;388748;176660;30/04/2024;Preventivo de Acordo/Promessa
KD82;R63;388760;176654;30/04/2024;Pago / Em dia
KD82;S20;388764;176643;30/04/2024;Financiamento - Em Tratativa
KD82;S19;388764;176644;30/04/2024;Financiamento - Em Tratativa
KD82;Q11;388770;176642;30/04/2024;Alega pagamento
KD82;Q20;388830;176459;30/04/2024;Recado
KD82;S38;388880;179661;30/04/2024;Promessa de pagamento
KD82;S39;388880;176570;30/04/2024;Promessa de pagamento
KD82;S40;388880;176569;30/04/2024;Pago / Em dia
KD82;L09;388907;176566;30/04/2024;Em dia
KD82;L10;388907;176565;30/04/2024;Em dia
KD82;G09;388956;176560;30/04/2024;Não atende
LB62;K215;389249;181819;30/04/2024;Direcionado ao SAC - Duvidas
KD82;G03;389405;176658;30/04/2024;Não atende
KD82;S29;171860;176723;30/04/2024;Financiamento - Sem interesse
L220;M03;390018;95078;30/04/2024;Pago / Em dia
LE22;Q106;388928;183688;30/04/2024;Pagamento parcial
KD82;X16;388098;176872;30/04/2024;Recado
KD82;W25;388768;176846;30/04/2024;Financiamento - Em Tratativa
KD82;Z09;390026;176825;30/04/2024;Pago / Em dia
KD82;K05;390047;176816;30/04/2024;Pago / Em dia
KT16;J406;390931;176921;30/04/2024;Pago / Em dia
KF86;M317;391166;176938;30/04/2024;Promessa de pagamento
KD82;V11;387861;176998;30/04/2024;Não atende
KF22;J227;390104;176984;30/04/2024;Recado
KT32;V516;391129;177094;30/04/2024;Pago / Em dia
KT32;V515;391129;176994;30/04/2024;Pago / Em dia
KT16;T434;391264;176995;30/04/2024;Pago / Em dia
KF86;K318;391310;176976;30/04/2024;Promessa de pagamento
LA36;R423;391302;178102;30/04/2024;Pago / Em dia
KF22;J242;390058;177016;30/04/2024;Financiamento bancario
KD82;I08;391210;177017;30/04/2024;Pago / Em dia
KD82;C0101;391249;177026;30/04/2024;Pago / Em dia
KF22;C214;391809;177119;30/04/2024;Financiamento - Em Tratativa
LA92;H112;391809;183861;30/04/2024;Financiamento - Em Tratativa
KF22;C213;391809;177120;30/04/2024;Financiamento - Em Tratativa
KD82;V10;391824;177118;30/04/2024;Promessa de pagamento
KP92;R115;387738;177146;30/04/2024;Recado
K19X;B22;391852;177172;30/04/2024;Financiamento bancario
K19X;B23;403062;177449;30/04/2024;Retorno
KD82;G19;276296;178738;30/04/2024;Preventivo de Acordo/Promessa
KD82;I12;403145;177457;30/04/2024;Não atende
KD26;X217;403135;177478;30/04/2024;Não atende
KD82;V03;270537;177518;30/04/2024;Promessa de pagamento
KD82;K15;403124;177487;30/04/2024;Financiamento - Sem interesse
LA36;K415;403161;178103;30/04/2024;Financiamento - Em Tratativa
KZ22;EA211;46041;177595;30/04/2024;Em dia
KZ22;AA210;403468;177598;30/04/2024;Recado
KZ22;FA214;403337;178117;30/04/2024;Pago / Em dia
KZ22;EA206;403337;177614;30/04/2024;Aguardando Pagamento
KZ22;EA208;403323;177667;30/04/2024;Financiamento - Possui Interesse
KT32;V504;363740;175150;30/04/2024;Não atende
LD16;P527;363742;180737;30/04/2024;Financiamento - Em Tratativa
KF22;B214;377661;176741;30/04/2024;Pago / Em dia
KF22;I227;377670;175224;30/04/2024;Pago / Em dia
KF22;D222;377708;175230;30/04/2024;Financiamento bancario
KF22;I228;377718;175244;30/04/2024;Pago / Em dia
KF22;G215;377719;175245;30/04/2024;Recado
KF22;F225;377763;175220;30/04/2024;Recado
KF22;D232;377767;175228;30/04/2024;Não atende
KF22;D233;377767;175222;30/04/2024;Não atende
KJ32;PB101;57126;180535;30/04/2024;Pago / Em dia
KF22;A203;57126;175280;30/04/2024;Pago / Em dia
KF22;A204;57126;175279;30/04/2024;Pago / Em dia
KE42;E102;375161;175265;30/04/2024;Preventivo de Acordo/Promessa
KE42;B103;383307;175316;30/04/2024;Pago / Em dia
KZ22;AA209;383307;177601;30/04/2024;Recado
KT33;L507;383755;175497;30/04/2024;Pago / Em dia
KT33;L508;383755;175454;30/04/2024;Pago / Em dia
KT33;M521;383755;175453;30/04/2024;Pago / Em dia
KF22;L229;383758;175451;30/04/2024;Pago / Em dia
KF22;J221;383629;175471;30/04/2024;Pago / Em dia
KF22;L240;383697;175513;30/04/2024;Não atende
KF22;A205;383697;175481;30/04/2024;Não atende
KF22;J244;383697;175536;30/04/2024;Não atende
KF22;L233;386374;175562;30/04/2024;Retorno
M916;HA124;353024;175593;30/04/2024;Não atende
KT33;D513;386340;175588;30/04/2024;Não atende
KJ22;W117;386809;175583;30/04/2024;Promessa de pagamento
KJ22;B112;386835;175581;30/04/2024;Em dia
KJ22;J112;386835;175776;30/04/2024;Em dia
KT33;D511;387007;175584;30/04/2024;Pago / Em dia
LA92;N121;386424;181135;30/04/2024;Promessa de pagamento
KJ22;W121;386440;175622;30/04/2024;Pago / Em dia
KJ22;W127;386464;175609;30/04/2024;Alega pagamento
LA92;B120;386464;181353;30/04/2024;Alega pagamento
KJ22;W102;386477;175635;30/04/2024;Financiamento - Em Tratativa
KT32;F513;383725;175934;30/04/2024;Retorno
KJ22;G104;386407;175892;30/04/2024;Financiamento - Sem interesse
LA92;C102;386426;180956;30/04/2024;Retorno
KJ22;L129;386466;176015;30/04/2024;Pago / Em dia
KJ22;L130;386466;175890;30/04/2024;Pago / Em dia
KJ22;L127;386471;175956;30/04/2024;Promessa de pagamento
LA92;E105;386535;180850;30/04/2024;Recado
KJ22;I121;386559;175806;30/04/2024;Pago / Em dia
KJ22;U102;386588;175948;30/04/2024;Não atende
KJ22;J119;386604;176023;30/04/2024;Promessa de pagamento
KJ22;E118;386604;176174;30/04/2024;Promessa de pagamento
KJ22;U105;386607;175913;30/04/2024;Não atende
LA92;R109;386620;183831;30/04/2024;Pago / Em dia
LA92;R108;386620;183832;30/04/2024;Pago / Em dia
LA92;M118;386645;180866;30/04/2024;Tentativas de contato
LA92;T129;386817;180909;30/04/2024;Pago / Em dia
KJ22;H109;386826;175773;30/04/2024;Financiamento - Em Tratativa
KJ22;L120;386834;175775;30/04/2024;Em dia
KJ22;C111;386840;175882;30/04/2024;Financiamento - Em Tratativa
KJ22;S108;386842;175777;30/04/2024;Retorno
KJ22;P111;386854;175788;30/04/2024;Promessa de pagamento
KJ22;N105;386862;175794;30/04/2024;Direcionado ao SAC - Duvidas
KJ22;K104;386870;175791;30/04/2024;Não atende
KJ22;N106;386876;175831;30/04/2024;Pago / Em dia
KJ22;S105;386910;175813;30/04/2024;Promessa de pagamento
KJ22;H108;386919;175821;30/04/2024;Em dia
KJ22;R107;386923;175876;30/04/2024;Financiamento - Em Tratativa
KJ22;R124;386934;175834;30/04/2024;Direcionado ao SAC - Duvidas
KJ22;C113;386943;175841;30/04/2024;Pago / Em dia
KJ22;C114;386943;175845;30/04/2024;Pago / Em dia
LA92;T138;386962;183592;30/04/2024;Não atende
KJ22;D110;386963;175849;30/04/2024;Financiamento - Em Tratativa
LA92;B111;386963;181073;30/04/2024;Pago / Em dia
LA92;E122;386470;181230;30/04/2024;Retorno
KJ22;E114;386877;176041;30/04/2024;Não atende
KJ22;G105;387000;176045;30/04/2024;Preventivo de Acordo/Promessa
KJ22;J130;387089;176059;30/04/2024;Financiamento - Em Tratativa
KJ22;F128;387100;176033;30/04/2024;Em dia
KJ22;CO0103;387281;176105;30/04/2024;Em dia
KJ22;J105;387307;176081;30/04/2024;Não atende
KJ22;V115;387311;176052;30/04/2024;Não atende
KJ22;J124;387314;176100;30/04/2024;Pago / Em dia
KJ22;D104;56767;176120;30/04/2024;Pago / Em dia
M782;Q111;372774;176230;30/04/2024;Financiamento - Em Tratativa
KJ22;W115;386894;176231;30/04/2024;Retorno
KJ22;E124;387255;176218;30/04/2024;Não atende
KF22;J230;387603;176240;30/04/2024;Em dia
KD82;H12;387951;176344;30/04/2024;Não atende
KT32;D507;361985;176420;30/04/2024;Financiamento - Em Tratativa
KJ22;F122;387279;176221;30/04/2024;Pago / Em dia
KF86;H310;388916;176415;30/04/2024;Não atende
LA36;C412;388916;177767;30/04/2024;Não atende
KD82;N03;173140;176581;30/04/2024;Recado
KD82;X07;387819;176562;30/04/2024;Pago / Em dia
KD82;Q15;387824;176507;30/04/2024;Promessa de pagamento
KD82;Q19;387824;176505;30/04/2024;Pago / Em dia
KD82;Y08;387824;176463;30/04/2024;Promessa de pagamento
KD82;Y09;387824;176454;30/04/2024;Pago / Em dia
LB62;H211;387824;181775;30/04/2024;Pago / Em dia
LB62;H212;387824;181774;30/04/2024;Pago / Em dia
KD82;V07;387860;176460;30/04/2024;Pago / Em dia
KD82;E01;387862;176467;30/04/2024;Retorno
KD82;E02;387862;176466;30/04/2024;Retorno
KD82;E20;387862;179023;30/04/2024;Retorno
KD82;C02;387865;177485;30/04/2024;Financiamento - Em Tratativa
KD82;S18;387900;176450;30/04/2024;Pago / Em dia
KD82;R60;387937;181593;30/04/2024;Preventivo de Acordo/Promessa
KD82;R57;387937;183906;30/04/2024;Preventivo de Acordo/Promessa
KD82;R59;387937;181595;30/04/2024;Preventivo de Acordo/Promessa
