Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Score
K272;X07;340851;163405;01/04/2024;Não - Bloq. Temporário de Cobr.
K272;X18;332412;153171;01/04/2024;Não - <60 dias
K272;X21;423989;181612;01/04/2024;Não - <60 dias
K272;Y09;344764;163349;01/04/2024;Sim
K272;Y10;345360;163798;01/04/2024;Não - >5Anos
K272;Y16;241606;71856;01/04/2024;Não - >5Anos
K28X;H111;429458;183435;01/04/2024;Não - <60 dias
K31X;C236;81240;15704;01/04/2024;Não - >5Anos
K31X;N035;242536;81634;01/04/2024;Não - >5Anos
K31X;N048;345469;163873;01/04/2024;Não - <60 dias
K31X;N093;83060;16792;01/04/2024;Não - >5Anos
K31X;N108;339396;162147;01/04/2024;Não - Bloq. Temporário de Cobr.
K31X;N109;339396;162148;01/04/2024;Não - Bloq. Temporário de Cobr.
K31X;N126;345618;163992;01/04/2024;Não - >5Anos
K31X;N131;83230;17010;01/04/2024;Não - >5Anos
K31X;N132;83230;17014;01/04/2024;Não - >5Anos
K31X;N133;83230;16996;01/04/2024;Não - >5Anos
K31X;N134;83230;17005;01/04/2024;Não - >5Anos
K31X;N166;83060;16793;01/04/2024;Não - >5Anos
K31X;N214;339396;158911;01/04/2024;Não - Bloq. Temporário de Cobr.
K31X;N218;334618;155053;01/04/2024;Não - >5Anos
K31X;S022;81240;15744;01/04/2024;Não - >5Anos
K31X;S023;81240;15746;01/04/2024;Não - >5Anos
K31X;S036;80432;15167;01/04/2024;Não - >5Anos
K31X;S051;223400;67756;01/04/2024;Não - >5Anos
K31X;S130;79949;14995;01/04/2024;Não - >5Anos
K31X;S131;79949;14997;01/04/2024;Não - >5Anos
K31X;S150;80000;14835;01/04/2024;Não - >5Anos
K31X;S151;80000;14831;01/04/2024;Não - >5Anos
K31X;S158;80081;14896;01/04/2024;Não - >5Anos
K31X;S187;80000;14838;01/04/2024;Não - >5Anos
K31X;S233;234641;15769;01/04/2024;Não - >5Anos
K31X;S313;80007;14840;01/04/2024;Não - >5Anos
K31X;S356;80652;15330;01/04/2024;Não - Bloq. Temporário de Cobr.
K31X;S396;345593;163971;01/04/2024;Não - Bloq. Temporário de Cobr.
K33W;C0207;383653;183878;01/04/2024;Não - Bloq. Temporário de Cobr.
K33X;A109;339120;158635;01/04/2024;Não - Bloq. Temporário de Cobr.
K33X;AA118;423925;182724;01/04/2024;Não - <60 dias
K33X;BB118;381014;182725;01/04/2024;Não - <60 dias
K33X;C109;358743;172552;01/04/2024;Não - <60 dias
K33X;CC111;406318;167822;01/04/2024;Não - <60 dias
K33X;D117;44400;RI629458;01/04/2024;Não - <60 dias
K33X;G106;389913;176856;01/04/2024;Não - <60 dias
K33X;I114;406090;180788;01/04/2024;Não - <60 dias
K33X;J101;407900;179710;01/04/2024;Não - <60 dias
K33X;M102;360014;173259;01/04/2024;Sim
K33X;M108;383865;179709;01/04/2024;Não - <60 dias
K33X;U112;341786;160772;01/04/2024;Não - <60 dias
K33X;W110;350591;168250;01/04/2024;Não - <60 dias
K33X;X108;307116;132170;01/04/2024;Não - >5Anos
K33X;X113;282058;8514;01/04/2024;Não - >5Anos
K342;A203;257993;106404;01/04/2024;Não - Bloq. Temporário de Cobr.
K342;C110;338530;164376;01/04/2024;Não - <60 dias
K342;E108;253158;90420;01/04/2024;Não - <60 dias
K342;G207;430717;183999;01/04/2024;Não - <60 dias
K342;H203;257993;106243;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;A07;328964;150226;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AA19;429690;183916;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AA20;350461;167351;01/04/2024;Não - <60 dias
K382;AA26;344871;163434;01/04/2024;Não - <60 dias
K382;AA27;352637;168944;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AB09;230706;72921;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AE03;357016;171239;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AE12;350887;167650;01/04/2024;Não - <60 dias
K382;AF16;232308;131259;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AF20;230329;72686;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AF22;229350;72052;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AG01;352793;169107;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AG02;232075;73963;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AG08;360476;173405;01/04/2024;Não - <60 dias
K382;AH10;349682;166955;01/04/2024;Não - <60 dias
K382;AI02;354610;170129;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AI05;430357;183685;01/04/2024;Não - <60 dias
K382;AI06;423769;168936;01/04/2024;Não - <60 dias
K382;AI11;354398;170002;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AI17;353288;169348;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;AJ15;229405;72087;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;B02;344872;163436;01/04/2024;Não - <60 dias
K382;D04;363669;175002;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;D08;356495;170878;01/04/2024;Não - <60 dias
K382;D09;357808;172048;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;E01;358895;172621;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;E02;383865;179675;01/04/2024;Não - <60 dias
K382;E07;391722;177072;01/04/2024;Não - <60 dias
K382;E08;350651;167448;01/04/2024;Não - <60 dias
K382;E25;351918;168290;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;F08;356424;170992;01/04/2024;Não - <60 dias
K382;F17;352660;168873;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;F28;351130;167749;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;G02;347798;165698;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;G04;354526;170061;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;G11;358829;172620;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;L10;183183;177429;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;M02;352878;169163;01/04/2024;Não - <60 dias
K382;M07;229173;71879;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;M12;352537;168896;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;MU0605;426329;182635;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;O02;324412;146550;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;O04;361830;174186;01/04/2024;Não - <60 dias
K382;P01;358921;172792;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;P06;347305;165386;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;P09;335921;156062;01/04/2024;Não - <60 dias
K382;Q08;406680;179568;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;Q11;406680;179788;01/04/2024;Não - <60 dias
K382;R07;229335;72101;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;S07;348402;166117;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;T02;288222;173184;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;T03;315358;139073;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;T09;344927;163710;01/04/2024;Não - <60 dias
K382;U09;349252;166709;01/04/2024;Não - <60 dias
K382;U10;349252;166710;01/04/2024;Não - Bloq. Temporário de Cobr.
K382;W10;357878;172047;01/04/2024;Não - <60 dias
K382;X06;344553;163194;01/04/2024;Não - <60 dias
K382;Y02;403030;177472;01/04/2024;Não - <60 dias
K382;Z02;348084;165910;01/04/2024;Não - <60 dias
K41X;B410;44805;RI638958;01/04/2024;Não - >5Anos
K42X;Q4915;41717;RI648759;01/04/2024;Não - >5Anos
K43W;C403;49606;RI634364;01/04/2024;Não - >5Anos
K43X;A213;44696;RI634447;01/04/2024;Não - Bloq. Temporário de Cobr.
K43X;C322;43147;RI634559;01/04/2024;Não - >5Anos
K45W;E0202;14513;181768;01/04/2024;Não - <60 dias
K45W;E0305;335829;156082;01/04/2024;Não - Bloq. Temporário de Cobr.
K45W;E0306;335829;156083;01/04/2024;Não - Bloq. Temporário de Cobr.
K45X;X103;45277;RI731676;01/04/2024;Não - Bloq. Temporário de Cobr.
K47X;Q1220;47073;RI654692;01/04/2024;Não - Bloq. Temporário de Cobr.
K49X;AF302;52276;RI645313;01/04/2024;Não - Bloq. Temporário de Cobr.
K49X;E111;40873;RI644479;01/04/2024;Não - Bloq. Temporário de Cobr.
K59X;A202;266959;179759;01/04/2024;Não - <60 dias
K59X;A203;408079;180197;01/04/2024;Não - <60 dias
K59X;A207;351018;167680;01/04/2024;Não - <60 dias
K59X;A209;256751;171027;01/04/2024;Não - <60 dias
K59X;A225;344561;163200;01/04/2024;Não - <60 dias
K59X;D214;407768;179649;01/04/2024;Não - <60 dias
K59X;F206;196318;118750;01/04/2024;Sim
K59X;G203;407768;179902;01/04/2024;Não - <60 dias
K59X;G204;158075;22807;01/04/2024;Não - <60 dias
K59X;H206;347884;165759;01/04/2024;Não - <60 dias
K59X;H207;350932;167607;01/04/2024;Sim
K59X;I201;352791;169187;01/04/2024;Sim
K59X;I205;278593;111260;01/04/2024;Não - <60 dias
K59X;I218;358031;172149;01/04/2024;Sim
K59X;J213;347645;165591;01/04/2024;Sim
K59X;J214;349724;166949;01/04/2024;Não - <60 dias
K59X;K234;350182;167222;01/04/2024;Não - <60 dias
K59X;M210;305887;37599;01/04/2024;Não - Bloq. Temporário de Cobr.
K59X;Q205;253618;22344;01/04/2024;Não - >5Anos
K60X;A211;144620;21759;01/04/2024;Não - >5Anos
K60X;B207;246001;84509;01/04/2024;Não - <60 dias
K60X;B208;246001;84512;01/04/2024;Não - <60 dias
K60X;U203;319551;25035;01/04/2024;Não - <60 dias
K64W;L37;424129;181627;01/04/2024;Não - <60 dias
K64W;L40;260879;175525;01/04/2024;Não - <60 dias
K64W;L42;391313;178832;01/04/2024;Não - <60 dias
K64W;L44;426232;182354;01/04/2024;Não - <60 dias
K672;B20;424263;181723;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;C0203;135543;183913;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;C13;253177;90437;01/04/2024;Não - <60 dias
K672;C18;352780;168975;01/04/2024;Não - <60 dias
K672;D01;429335;183409;01/04/2024;Não - <60 dias
K672;D02;252941;90257;01/04/2024;Não - <60 dias
K672;F02;252296;89500;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;H14;407868;179687;01/04/2024;Não - <60 dias
K672;H15;344658;163277;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;I25;386296;176953;01/04/2024;Não - <60 dias
K672;I32;346212;164428;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;K01;253090;90333;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;K15;408031;179756;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;K17;406636;178981;01/04/2024;Não - <60 dias
K672;K18;354460;178990;01/04/2024;Não - <60 dias
K672;K26;284460;181881;01/04/2024;Não - <60 dias
K672;L16;407811;179662;01/04/2024;Não - <60 dias
K672;L20;319558;89813;01/04/2024;Não - <60 dias
K672;N05;330805;160777;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;N06;252310;89524;01/04/2024;Não - <60 dias
K672;N07;348045;165876;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;N24;346671;164774;01/04/2024;Não - <60 dias
K672;N30;386296;179025;01/04/2024;Não - <60 dias
K672;O05;406787;179059;01/04/2024;Não - <60 dias
K672;O16;409457;180475;01/04/2024;Não - <60 dias
K672;O33;253336;90586;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;P05;359805;173088;01/04/2024;Sim
K672;P08;386297;177545;01/04/2024;Não - <60 dias
K672;P12;345831;164164;01/04/2024;Não - >5Anos
K672;P35;389857;177433;01/04/2024;Não - <60 dias
K672;P36;423794;183911;01/04/2024;Não - <60 dias
K672;Q04;351315;167828;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;Q05;426361;182430;01/04/2024;Não - <60 dias
K672;Q14;253117;90361;01/04/2024;Não - <60 dias
K672;R10;333146;89931;01/04/2024;Não - <60 dias
K672;T01;345071;180191;01/04/2024;Não - <60 dias
K672;T04;407809;179653;01/04/2024;Não - <60 dias
K672;T07;358137;172201;01/04/2024;Não - <60 dias
K672;T08;358137;173343;01/04/2024;Não - <60 dias
K672;T12;407834;179679;01/04/2024;Não - <60 dias
K672;T23;331120;160632;01/04/2024;Sim
K672;T24;426650;182606;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;T29;408412;183813;01/04/2024;Não - <60 dias
K672;T30;331104;162975;01/04/2024;Não - <60 dias
K672;U10;423096;181306;01/04/2024;Não - <60 dias
K672;U13;252379;89585;01/04/2024;Não - <60 dias
K672;U27;406637;182689;01/04/2024;Não - <60 dias
K672;U34;426889;182717;01/04/2024;Não - <60 dias
K672;V01;252296;89806;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;V05;253465;90704;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;V07;427506;182943;01/04/2024;Não - <60 dias
K672;V16;427194;182852;01/04/2024;Não - <60 dias
K672;V18;351193;167753;01/04/2024;Não - <60 dias
K672;V28;254387;100356;01/04/2024;Não - <60 dias
K672;V32;407816;179689;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;V36;252296;89804;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;W18;330754;160776;01/04/2024;Sim
K672;W22;424080;181752;01/04/2024;Não - <60 dias
K672;W30;406820;179075;01/04/2024;Não - <60 dias
K672;W31;230436;176060;01/04/2024;Não - <60 dias
K672;W32;135543;178987;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;X18;406925;179390;01/04/2024;Não - <60 dias
K672;X20;345839;164170;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;X23;361110;163161;01/04/2024;Sim
K672;Y01;425937;182195;01/04/2024;Não - <60 dias
K672;Y11;335824;155983;01/04/2024;Não - <60 dias
K672;Y15;294440;121756;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;Y16;344640;163262;01/04/2024;Não - Bloq. Temporário de Cobr.
K672;Z10;427056;182789;01/04/2024;Não - <60 dias
K73X;A03;268653;102172;01/04/2024;Não - >5Anos
K73X;A04;300701;126786;01/04/2024;Não - >5Anos
K73X;AA07;194576;168755;01/04/2024;Não - Bloq. Temporário de Cobr.
K73X;AC02;283589;113383;01/04/2024;Não - <60 dias
K73X;AC22;352767;168964;01/04/2024;Não - <60 dias
K73X;B09;356498;170896;01/04/2024;Não - <60 dias
K73X;D05;194819;46205;01/04/2024;Não - >5Anos
K73X;E02;356111;170809;01/04/2024;Não - <60 dias
K73X;E13;348506;166182;01/04/2024;Não - <60 dias
K73X;F19;194780;129084;01/04/2024;Não - >5Anos
K73X;F26;353081;169209;01/04/2024;Não - <60 dias
K73X;F28;430876;184177;01/04/2024;Não - <60 dias
K73X;J11;255912;169291;01/04/2024;Não - Bloq. Temporário de Cobr.
K73X;K07;348549;166217;01/04/2024;Não - <60 dias
K73X;K13;348506;166181;01/04/2024;Não - <60 dias
K73X;K15;261482;96778;01/04/2024;Não - <60 dias
K73X;L08;194617;46046;01/04/2024;Não - >5Anos
K73X;R10;351508;167898;01/04/2024;Não - Bloq. Temporário de Cobr.
K73X;U05;344926;163471;01/04/2024;Não - <60 dias
K73X;U10;322979;145333;01/04/2024;Não - Bloq. Temporário de Cobr.
K73X;W06;407960;179775;01/04/2024;Não - <60 dias
K73X;X09;349284;166678;01/04/2024;Não - <60 dias
K73X;X13;351321;167835;01/04/2024;Não - Bloq. Temporário de Cobr.
K73X;X15;241400;80828;01/04/2024;Não - >5Anos
K73X;Z10;426830;182671;01/04/2024;Não - <60 dias
K76X;A307;344592;163221;01/04/2024;Não - Bloq. Temporário de Cobr.
K76X;B307;424304;181714;01/04/2024;Não - <60 dias
K76X;G324;426622;182601;01/04/2024;Não - <60 dias
K76X;H301;424304;181713;01/04/2024;Não - <60 dias
K76X;H304;81314;15751;01/04/2024;Não - Bloq. Temporário de Cobr.
K76X;N325;72519;10423;01/04/2024;Não - Bloq. Temporário de Cobr.
K76X;Q304;426132;182410;01/04/2024;Não - <60 dias
K89X;A09;81551;15929;01/04/2024;Não - >5Anos
K95X;S12;157962;13987;01/04/2024;Não - >5Anos
K98X;D223;423859;181895;01/04/2024;Não - <60 dias
K98X;F206;182513;37578;01/04/2024;Não - <60 dias
K98X;J208;426976;182748;01/04/2024;Não - <60 dias
KA02;A101;301248;127225;01/04/2024;Não - <60 dias
KA02;B104;346743;164967;01/04/2024;Não - <60 dias
KA02;C101;347938;184126;01/04/2024;Não - <60 dias
KA02;C110;346721;164968;01/04/2024;Não - <60 dias
KA02;C140;346419;164577;01/04/2024;Não - <60 dias
KA02;D105;347793;172565;01/04/2024;Não - <60 dias
KA02;E108;354564;170109;01/04/2024;Não - <60 dias
KA02;E120;360064;173307;01/04/2024;Não - <60 dias
KA02;G102;350680;167456;01/04/2024;Não - <60 dias
KA02;K103;348701;166329;01/04/2024;Não - Bloq. Temporário de Cobr.
KA02;K129;361351;173996;01/04/2024;Não - <60 dias
KA02;K149;322206;144711;01/04/2024;Não - <60 dias
KA02;K150;322206;144809;01/04/2024;Não - <60 dias
KA02;U102;348257;166025;01/04/2024;Não - <60 dias
KA02;Y104;266035;176893;01/04/2024;Não - <60 dias
KA02;Y118;339487;159012;01/04/2024;Não - <60 dias
KA02;Y120;321724;144296;01/04/2024;Não - <60 dias
KA02;Y125;346635;164717;01/04/2024;Não - <60 dias
KB82;A406;308357;133171;01/04/2024;Não - <60 dias
KB82;A409;356407;170897;01/04/2024;Não - <60 dias
KB82;B403;358288;172967;01/04/2024;Não - <60 dias
KB82;B405;426073;183545;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;B412;385740;175558;01/04/2024;Não - <60 dias
KB82;B413;427198;182850;01/04/2024;Não - <60 dias
KB82;B416;339530;159051;01/04/2024;Não - <60 dias
KB82;B419;343456;182278;01/04/2024;Não - <60 dias
KB82;B434;403076;177452;01/04/2024;Não - <60 dias
KB82;B437;341638;160601;01/04/2024;Não - <60 dias
KB82;B439;357159;171324;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;B442;358179;172236;01/04/2024;Não - <60 dias
KB82;B444;339044;158547;01/04/2024;Não - <60 dias
KB82;B446;354293;170138;01/04/2024;Não - <60 dias
KB82;C404;426073;182368;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;D404;427168;182857;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;D405;309215;181416;01/04/2024;Não - <60 dias
KB82;D412;361230;183873;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;D413;298890;125207;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;D424;309215;181543;01/04/2024;Não - <60 dias
KB82;D425;424368;181758;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;D426;355638;170751;01/04/2024;Não - <60 dias
KB82;D428;352808;169041;01/04/2024;Não - <60 dias
KB82;E404;358762;172568;01/04/2024;Não - <60 dias
KB82;E408;408411;180078;01/04/2024;Não - <60 dias
KB82;E420;297924;124490;01/04/2024;Sim
KB82;F402;423030;180694;01/04/2024;Não - <60 dias
KB82;F410;333837;154356;01/04/2024;Não - <60 dias
KB82;F417;406242;167863;01/04/2024;Não - <60 dias
KB82;F426;226246;129243;01/04/2024;Não - <60 dias
KB82;F430;352799;168991;01/04/2024;Não - <60 dias
KB82;F431;426539;182537;01/04/2024;Não - <60 dias
KB82;F435;298480;124863;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;F436;424445;181844;01/04/2024;Não - <60 dias
KB82;G411;299660;125899;01/04/2024;Não - <60 dias
KB82;G418;345433;163849;01/04/2024;Não - <60 dias
KB82;G421;423858;181415;01/04/2024;Não - <60 dias
KB82;G424;352640;168941;01/04/2024;Não - <60 dias
KB82;G426;353030;169483;01/04/2024;Não - <60 dias
KB82;G428;361144;173858;01/04/2024;Não - <60 dias
KB82;G429;427201;182851;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;H404;426203;182322;01/04/2024;Não - <60 dias
KB82;H405;297922;124489;01/04/2024;Não - >5Anos
KB82;H406;390066;176905;01/04/2024;Não - <60 dias
KB82;H413;320620;163724;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;H416;300675;147783;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;H424;355939;170750;01/04/2024;Não - <60 dias
KB82;H427;344810;163352;01/04/2024;Não - >5Anos
KB82;H430;333829;154348;01/04/2024;Não - >5Anos
KB82;H435;297824;124412;01/04/2024;Não - <60 dias
KB82;H440;423417;181172;01/04/2024;Não - <60 dias
KB82;I402;406233;178779;01/04/2024;Não - <60 dias
KB82;I412;363693;181980;01/04/2024;Não - <60 dias
KB82;I415;423813;181473;01/04/2024;Não - <60 dias
KB82;J414;429637;183540;01/04/2024;Não - <60 dias
KB82;K403;355167;170476;01/04/2024;Sim
KB82;K406;426360;182670;01/04/2024;Não - <60 dias
KB82;K407;431522;184098;01/04/2024;Não - <60 dias
KB82;K409;350035;157625;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;K417;423415;181171;01/04/2024;Não - <60 dias
KB82;K419;352787;169091;01/04/2024;Não - <60 dias
KB82;K424;423808;181412;01/04/2024;Não - <60 dias
KB82;K425;429637;184100;01/04/2024;Não - <60 dias
KB82;K427;403681;178173;01/04/2024;Não - <60 dias
KB82;L405;426326;182406;01/04/2024;Não - <60 dias
KB82;L407;348261;166028;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;L413;348935;166470;01/04/2024;Não - <60 dias
KB82;L415;406320;178791;01/04/2024;Não - <60 dias
KB82;L417;297837;124420;01/04/2024;Não - <60 dias
KB82;L418;359701;173009;01/04/2024;Não - <60 dias
KB82;L420;320620;143371;01/04/2024;Não - <60 dias
KB82;L421;337821;157622;01/04/2024;Não - <60 dias
KB82;L422;423812;181405;01/04/2024;Não - <60 dias
KB82;L424;352787;169079;01/04/2024;Não - <60 dias
KB82;L427;338685;158234;01/04/2024;Não - <60 dias
KB82;M406;298424;124827;01/04/2024;Sim
KB82;M412;299624;126021;01/04/2024;Sim
KB82;M418;359152;172768;01/04/2024;Não - <60 dias
KB82;N402;352991;169162;01/04/2024;Não - <60 dias
KB82;N404;407713;179647;01/04/2024;Não - <60 dias
KB82;N407;343246;162029;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;N410;405890;170388;01/04/2024;Não - <60 dias
KB82;N419;350338;167262;01/04/2024;Sim
KB82;N426;335642;155825;01/04/2024;Sim
KB82;N434;425987;182279;01/04/2024;Não - <60 dias
KB82;N439;423811;181467;01/04/2024;Não - <60 dias
KB82;O404;428764;183408;01/04/2024;Não - Bloq. Temporário de Cobr.
KB82;O411;352076;168170;01/04/2024;Sim
KB82;O412;403168;177473;01/04/2024;Não - <60 dias
KB82;O413;424386;181751;01/04/2024;Não - <60 dias
KB82;O415;354952;170394;01/04/2024;Não - <60 dias
KB82;O416;339108;158615;01/04/2024;Sim
KB82;O417;333825;154344;01/04/2024;Não - <60 dias
KB82;O418;333825;154346;01/04/2024;Não - <60 dias
KB82;O419;427509;182999;01/04/2024;Não - <60 dias
KB82;O424;337843;157637;01/04/2024;Não - <60 dias
KB82;P403;316848;140298;01/04/2024;Não - <60 dias
KB82;P407;406721;178989;01/04/2024;Não - <60 dias
KB82;P408;406721;178988;01/04/2024;Não - <60 dias
KF02;B305;318759;141834;01/04/2024;Não - <60 dias
KF02;B324;338678;158229;01/04/2024;Não - Bloq. Temporário de Cobr.
KF02;D303;318797;141870;01/04/2024;Não - <60 dias
KF02;D306;318821;141892;01/04/2024;Não - >5Anos
KF02;D319;49378;142026;01/04/2024;Não - <60 dias
KF02;D320;49378;142028;01/04/2024;Não - <60 dias
KF02;D323;318844;141912;01/04/2024;Não - >5Anos
KF02;E303;45756;141859;01/04/2024;Não - <60 dias
KF02;E304;45756;141867;01/04/2024;Não - <60 dias
KF02;E305;45756;141869;01/04/2024;Não - <60 dias
KF02;G311;345866;164188;01/04/2024;Não - <60 dias
KF02;I306;322224;144729;01/04/2024;Não - <60 dias
KF02;I312;318799;183616;01/04/2024;Não - <60 dias
KF02;I316;426319;168260;01/04/2024;Não - <60 dias
L01X;300;50511;182649;01/04/2024;Não - <60 dias
L01X;3P06;347789;165689;01/04/2024;Não - Bloq. Temporário de Cobr.
L01X;3R09;347225;165313;01/04/2024;Não - <60 dias
L01X;3U06;345414;163839;01/04/2024;Não - Bloq. Temporário de Cobr.
L01Y;Q2201;50511;173433;01/04/2024;Não - <60 dias
L01Y;Q2202;50511;173432;01/04/2024;Não - <60 dias
L01Y;Q2203;327039;173534;01/04/2024;Não - <60 dias
L05X;AF08;282783;112732;01/04/2024;Não - Bloq. Temporário de Cobr.
L05X;AZ01;173955;31556;01/04/2024;Não - <60 dias
L05X;AZ02;173955;31555;01/04/2024;Não - <60 dias
L05X;W15;349349;166738;01/04/2024;Não - Bloq. Temporário de Cobr.
L25X;A211;340489;159827;01/04/2024;Não - <60 dias
L25X;B213;426255;182454;01/04/2024;Não - <60 dias
L25X;D207;79862;18973;01/04/2024;Não - Bloq. Temporário de Cobr.
L25X;E217;85057;18892;01/04/2024;Não - Bloq. Temporário de Cobr.
L25X;I222;260049;95559;01/04/2024;Não - Bloq. Temporário de Cobr.
L25X;K202;426122;182340;01/04/2024;Não - <60 dias
L25X;P202;424424;182120;01/04/2024;Não - <60 dias
L25X;Q201;426153;182316;01/04/2024;Não - <60 dias
L25X;Q220;426512;182568;01/04/2024;Não - <60 dias
L25X;R222;350802;167704;01/04/2024;Não - <60 dias
L25X;Z208;82755;182564;01/04/2024;Não - <60 dias
L25X;Z218;426511;182536;01/04/2024;Não - <60 dias
L302;AA02;238228;78478;01/04/2024;Não - >5Anos
L302;AA03;238228;78479;01/04/2024;Não - >5Anos
L302;AH10;238799;78894;01/04/2024;Não - >5Anos
L302;AI02;344689;175928;01/04/2024;Não - <60 dias
L302;AI12;248876;86651;01/04/2024;Não - >5Anos
L302;AI17;240266;80068;01/04/2024;Não - >5Anos
L302;AL03;427604;183029;01/04/2024;Não - <60 dias
L302;C01;238100;78425;01/04/2024;Não - >5Anos
L302;C08;240273;80075;01/04/2024;Não - >5Anos
L302;D10;335541;177174;01/04/2024;Não - <60 dias
L302;E04;238526;78689;01/04/2024;Não - >5Anos
L302;E08;238839;78969;01/04/2024;Não - Bloq. Temporário de Cobr.
L302;F02;425992;182194;01/04/2024;Não - <60 dias
L302;F04;403549;177721;01/04/2024;Não - <60 dias
L302;G07;426144;182286;01/04/2024;Não - <60 dias
L302;H04;423768;181372;01/04/2024;Não - <60 dias
L302;H10;409255;180450;01/04/2024;Não - <60 dias
L302;J08;196282;78428;01/04/2024;Não - >5Anos
L302;J11;196282;78426;01/04/2024;Não - >5Anos
L302;O13;387194;176086;01/04/2024;Não - <60 dias
L302;O14;238151;78402;01/04/2024;Não - >5Anos
L302;Q07;353336;169672;01/04/2024;Não - Bloq. Temporário de Cobr.
L302;S04;238809;78902;01/04/2024;Não - >5Anos
L32X;B1017;350608;167387;01/04/2024;Não - <60 dias
L32X;B1018;426295;182395;01/04/2024;Não - <60 dias
L32X;B1025;359483;183299;01/04/2024;Não - <60 dias
L32X;B1031;391124;177010;01/04/2024;Não - <60 dias
L32X;B1036;355107;170473;01/04/2024;Não - <60 dias
L32X;B1104;404350;178238;01/04/2024;Sim
L32X;B1119;348929;166466;01/04/2024;Sim
L32X;B1122;429367;183448;01/04/2024;Não - <60 dias
L32X;B1132;408020;179754;01/04/2024;Não - <60 dias
L32X;B1213;407965;179735;01/04/2024;Não - <60 dias
L32X;B1512;356643;171044;01/04/2024;Não - Bloq. Temporário de Cobr.
L32X;B1526;383874;175473;01/04/2024;Não - <60 dias
