Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Score
KP92;E106;353276;169319;01/04/2024;Sim
KP92;E109;353445;169575;01/04/2024;Não - Exclusao Por Determinacao Judicial
KP92;E110;357085;171290;01/04/2024;Não - <60 dias
KP92;F110;353514;169280;01/04/2024;Sim
KP92;G114;353263;169460;01/04/2024;Não - Em Processamento
KP92;G115;353581;169497;01/04/2024;Sim
KP92;G118;353227;170045;01/04/2024;Não - <60 dias
KP92;H105;353240;169290;01/04/2024;Não - <60 dias
KP92;H110;353498;169461;01/04/2024;Não - <60 dias
KP92;I107;353440;169310;01/04/2024;Não - <60 dias
KP92;I115;353412;169325;01/04/2024;Não - <60 dias
KP92;I123;353499;169285;01/04/2024;Não - <60 dias
KP92;J104;391319;177073;01/04/2024;Não - <60 dias
KP92;J106;391235;177027;01/04/2024;Não - <60 dias
KP92;J111;387631;176422;01/04/2024;Sim
KP92;J114;359964;173421;01/04/2024;Não - <60 dias
KP92;K128;353414;169277;01/04/2024;Não - <60 dias
KP92;K133;353410;169276;01/04/2024;Não - <60 dias
KP92;K134;353410;169489;01/04/2024;Não - <60 dias
KP92;L104;353241;169432;01/04/2024;Sim
KP92;L108;354321;169965;01/04/2024;Sim
KP92;L119;353461;169492;01/04/2024;Sim
KP92;L127;353222;169303;01/04/2024;Sim
KP92;L132;353542;169361;01/04/2024;Não - <60 dias
KP92;L134;354791;170275;01/04/2024;Sim
KP92;L136;353434;169448;01/04/2024;Não - <60 dias
KP92;M104;353246;169271;01/04/2024;Não - <60 dias
KP92;M107;353437;169440;01/04/2024;Não - <60 dias
KP92;M127;353839;169478;01/04/2024;Sim
KP92;M133;354036;169820;01/04/2024;Sim
KP92;M134;353597;169598;01/04/2024;Não - <60 dias
KP92;M141;353416;169278;01/04/2024;Não - <60 dias
KP92;M145;353259;169580;01/04/2024;Não - <60 dias
KP92;N113;353483;169388;01/04/2024;Não - <60 dias
KP92;N116;353392;169996;01/04/2024;Sim
KP92;N118;353393;169699;01/04/2024;Sim
KP92;N119;353235;169391;01/04/2024;Não - <60 dias
KP92;N120;353493;169405;01/04/2024;Não - <60 dias
KP92;N142;353232;169411;01/04/2024;Sim
KP92;O116;353495;169400;01/04/2024;Sim
KP92;O121;353253;169494;01/04/2024;Sim
KP92;O122;361817;174148;01/04/2024;Não - <60 dias
KP92;O124;363623;177422;01/04/2024;Não - <60 dias
KP92;O125;353309;169503;01/04/2024;Não - <60 dias
KP92;O127;387434;176329;01/04/2024;Não - <60 dias
KP92;O134;362880;174830;01/04/2024;Sim
KP92;P102;403038;177447;01/04/2024;Não - <60 dias
KP92;P106;353930;169513;01/04/2024;Sim
KP92;P116;353571;177508;01/04/2024;Sim
KP92;P120;353571;169428;01/04/2024;Sim
KP92;P129;391670;177103;01/04/2024;Não - <60 dias
KP92;P132;391818;177408;01/04/2024;Não - <60 dias
KP92;Q101;353365;175038;01/04/2024;Não - <60 dias
KP92;Q112;391845;177132;01/04/2024;Não - <60 dias
KP92;Q130;353562;169637;01/04/2024;Não - <60 dias
KP92;R115;387738;177146;01/04/2024;Sim
KP92;R116;399682;177426;01/04/2024;Não - <60 dias
KP92;R117;353369;169614;01/04/2024;Sim
KP92;R118;353389;169472;01/04/2024;Não - <60 dias
KP92;R124;391705;177145;01/04/2024;Não - <60 dias
KQ12;A01;407239;179284;01/04/2024;Não - <60 dias
KQ12;A02;407239;179198;01/04/2024;Não - <60 dias
KQ12;A03;406947;179240;01/04/2024;Não - <60 dias
KQ12;A04;406953;179379;01/04/2024;Não - <60 dias
KQ12;A05;56675;180000;01/04/2024;Não - <60 dias
KQ12;A06;407281;179264;01/04/2024;Não - <60 dias
KQ12;A07;407194;179321;01/04/2024;Não - <60 dias
KQ12;A08;407194;179326;01/04/2024;Não - <60 dias
KQ12;A09;423702;181323;01/04/2024;Não - <60 dias
KQ12;A11;407306;179291;01/04/2024;Não - <60 dias
KQ12;A12;407166;179177;01/04/2024;Não - <60 dias
KQ12;A14;407221;179299;01/04/2024;Não - <60 dias
KQ12;A15;407063;179304;01/04/2024;Não - <60 dias
KQ12;AA01;424065;181644;01/04/2024;Não - <60 dias
KQ12;AA02;424065;181641;01/04/2024;Não - <60 dias
KQ12;AA03;424065;181633;01/04/2024;Não - Black List
KQ12;AA04;424065;181632;01/04/2024;Não - <60 dias
KQ12;AA05;424065;181643;01/04/2024;Não - <60 dias
KQ12;AA06;424065;181631;01/04/2024;Não - <60 dias
KQ12;AA07;424065;181919;01/04/2024;Não - <60 dias
KQ12;AA08;424065;181933;01/04/2024;Não - <60 dias
KQ12;AA09;424065;181912;01/04/2024;Não - <60 dias
KQ12;AA10;424065;181642;01/04/2024;Não - <60 dias
KQ12;AA11;424065;181630;01/04/2024;Não - <60 dias
KQ12;AA12;424065;181629;01/04/2024;Não - <60 dias
KQ12;AA13;424065;181628;01/04/2024;Não - <60 dias
KQ12;B01;424177;181609;01/04/2024;Não - <60 dias
KQ12;B02;407045;179223;01/04/2024;Não - <60 dias
KQ12;B04;48535;179385;01/04/2024;Não - <60 dias
KQ12;B06;407047;179146;01/04/2024;Não - <60 dias
KQ12;B08;276827;179120;01/04/2024;Não - <60 dias
KQ12;B09;407182;179423;01/04/2024;Não - <60 dias
KQ12;B10;407294;179251;01/04/2024;Não - <60 dias
KQ12;B11;407031;179278;01/04/2024;Não - <60 dias
KQ12;B12;407031;179184;01/04/2024;Sim
KQ12;C01;409799;180702;01/04/2024;Não - <60 dias
KQ12;C02;407057;179430;01/04/2024;Não - <60 dias
KQ12;C03;407202;179295;01/04/2024;Não - <60 dias
KQ12;C04;409787;180627;01/04/2024;Não - <60 dias
KQ12;C05;407644;179550;01/04/2024;Não - <60 dias
KQ12;C06;407013;179151;01/04/2024;Não - <60 dias
KQ12;D01;424031;181557;01/04/2024;Não - <60 dias
KQ12;D02;407137;179303;01/04/2024;Não - <60 dias
KQ12;D03;406972;179280;01/04/2024;Não - <60 dias
KQ12;D04;407231;179335;01/04/2024;Não - <60 dias
KQ12;D07;407478;179624;01/04/2024;Não - <60 dias
KQ12;D08;407430;179465;01/04/2024;Não - <60 dias
KQ12;D09;406965;179234;01/04/2024;Não - <60 dias
KQ12;D10;407016;179225;01/04/2024;Não - <60 dias
KQ12;D11;407209;179201;01/04/2024;Não - <60 dias
KQ12;E01;407478;179623;01/04/2024;Não - <60 dias
KQ12;E02;407579;179522;01/04/2024;Não - <60 dias
KQ12;E03;407061;179142;01/04/2024;Não - <60 dias
KQ12;E04;429592;179389;01/04/2024;Não - <60 dias
KQ12;E05;407274;179133;01/04/2024;Não - <60 dias
KQ12;E06;407276;179197;01/04/2024;Não - <60 dias
KQ12;E07;407073;179222;01/04/2024;Não - <60 dias
KQ12;E08;407308;179311;01/04/2024;Não - <60 dias
KQ12;E10;277055;179531;01/04/2024;Não - <60 dias
KQ12;E11;407139;179315;01/04/2024;Não - <60 dias
KQ12;E12;407583;179517;01/04/2024;Não - <60 dias
KQ12;E13;407292;179255;01/04/2024;Não - <60 dias
KQ12;E14;407344;179313;01/04/2024;Não - <60 dias
KQ12;E15;407095;179208;01/04/2024;Não - <60 dias
KQ12;E16;407478;179622;01/04/2024;Não - <60 dias
KQ12;F01;407017;179471;01/04/2024;Não - <60 dias
KQ12;F02;407245;179238;01/04/2024;Não - <60 dias
KQ12;F03;276827;179176;01/04/2024;Não - <60 dias
KQ12;F04;406992;179263;01/04/2024;Não - <60 dias
KQ12;F05;407164;179205;01/04/2024;Não - <60 dias
KQ12;F08;407278;179383;01/04/2024;Não - <60 dias
KQ12;F09;426142;182323;01/04/2024;Não - <60 dias
KQ12;F10;407152;179265;01/04/2024;Não - <60 dias
KQ12;F12;278021;179221;01/04/2024;Não - <60 dias
KQ12;G02;423353;181235;01/04/2024;Não - <60 dias
KQ12;G03;407280;179128;01/04/2024;Não - <60 dias
KQ12;G04;424031;181570;01/04/2024;Não - <60 dias
KQ12;G05;406957;179249;01/04/2024;Não - <60 dias
KQ12;G06;424299;181729;01/04/2024;Não - <60 dias
KQ12;H01;427562;183031;01/04/2024;Não - <60 dias
KQ12;H02;407240;179199;01/04/2024;Não - <60 dias
KQ12;H03;407128;179388;01/04/2024;Não - <60 dias
KQ12;H04;426835;182692;01/04/2024;Não - <60 dias
KQ12;H05;57233;183076;01/04/2024;Não - <60 dias
KQ12;H06;424403;181730;01/04/2024;Não - <60 dias
KQ12;H10;407562;179596;01/04/2024;Não - <60 dias
KQ12;H11;407512;179491;01/04/2024;Não - <60 dias
KQ12;H12;407512;179487;01/04/2024;Não - <60 dias
KQ12;H13;407512;179490;01/04/2024;Não - <60 dias
KQ12;I01;407218;179200;01/04/2024;Sim
KQ12;I02;424001;181555;01/04/2024;Não - <60 dias
KQ12;I03;49878;179150;01/04/2024;Não - <60 dias
KQ12;I04;49878;179147;01/04/2024;Não - <60 dias
KQ12;I05;424065;182328;01/04/2024;Não - <60 dias
KQ12;I06;407162;179400;01/04/2024;Não - <60 dias
KQ12;I07;406944;179855;01/04/2024;Não - <60 dias
KQ12;I08;407007;179285;01/04/2024;Não - <60 dias
KQ12;I09;407308;179310;01/04/2024;Não - <60 dias
KQ12;I10;407120;180641;01/04/2024;Não - <60 dias
KQ12;I11;407149;179169;01/04/2024;Não - <60 dias
KQ12;I12;407233;179453;01/04/2024;Não - <60 dias
KQ12;J01;407069;179164;01/04/2024;Não - <60 dias
KQ12;J02;407098;179206;01/04/2024;Não - <60 dias
KQ12;J03;277520;179322;01/04/2024;Não - <60 dias
KQ12;J04;407145;179270;01/04/2024;Não - <60 dias
KQ12;J05;407217;179282;01/04/2024;Não - <60 dias
KQ12;J06;407071;179224;01/04/2024;Não - <60 dias
KQ12;J07;407071;179139;01/04/2024;Não - <60 dias
KQ12;K01;406986;179436;01/04/2024;Não - <60 dias
KQ12;K04;407180;179220;01/04/2024;Não - <60 dias
KQ12;K05;407076;179316;01/04/2024;Não - <60 dias
KQ12;K06;407094;179209;01/04/2024;Não - <60 dias
KQ12;K07;430177;179603;01/04/2024;Não - <60 dias
KQ12;K08;407247;179175;01/04/2024;Não - <60 dias
KQ12;K09;407091;179340;01/04/2024;Não - <60 dias
KQ12;K11;407113;179338;01/04/2024;Não - <60 dias
KQ12;K12;407448;179476;01/04/2024;Não - <60 dias
KQ12;K14;416047;181234;01/04/2024;Não - <60 dias
KQ12;K16;407093;179245;01/04/2024;Não - <60 dias
KQ12;K17;407093;179244;01/04/2024;Não - <60 dias
KQ12;K18;407133;179131;01/04/2024;Não - <60 dias
KQ12;K19;407124;179652;01/04/2024;Sim
KQ12;K20;407124;179651;01/04/2024;Sim
KQ12;K21;407124;179650;01/04/2024;Sim
KQ12;L01;428183;183557;01/04/2024;Não - <60 dias
KQ12;L03;407193;179109;01/04/2024;Não - <60 dias
KQ12;L04;423656;181370;01/04/2024;Não - <60 dias
KQ12;L05;424362;181744;01/04/2024;Não - <60 dias
KQ12;M01;407304;179269;01/04/2024;Não - <60 dias
KQ12;M02;407167;179123;01/04/2024;Não - <60 dias
KQ12;M03;50270;179247;01/04/2024;Não - <60 dias
KQ12;M04;277645;179233;01/04/2024;Não - <60 dias
KQ12;M05;407130;179179;01/04/2024;Não - <60 dias
KQ12;M06;406994;179297;01/04/2024;Não - <60 dias
KQ12;M07;407079;179138;01/04/2024;Não - <60 dias
KQ12;M09;407005;179229;01/04/2024;Não - <60 dias
KQ12;M11;407647;179558;01/04/2024;Não - <60 dias
KQ12;M12;407120;179182;01/04/2024;Não - <60 dias
KQ12;M13;407147;179337;01/04/2024;Não - <60 dias
KQ12;M14;407154;179204;01/04/2024;Não - <60 dias
KQ12;N01;407160;179454;01/04/2024;Não - <60 dias
KQ12;N03;407836;179213;01/04/2024;Não - <60 dias
KQ12;N04;277645;179171;01/04/2024;Não - <60 dias
KQ12;N05;407041;179230;01/04/2024;Não - <60 dias
KQ12;N06;277982;179125;01/04/2024;Não - <60 dias
KQ12;N07;407077;179136;01/04/2024;Não - <60 dias
KQ12;N08;86012;179258;01/04/2024;Não - <60 dias
KQ12;N09;407077;179207;01/04/2024;Não - <60 dias
KQ12;N10;424014;181565;01/04/2024;Não - <60 dias
KQ12;O01;427562;183039;01/04/2024;Não - <60 dias
KQ12;O02;407223;179130;01/04/2024;Não - <60 dias
KQ12;O03;407122;179246;01/04/2024;Não - <60 dias
KQ12;O04;407082;179212;01/04/2024;Não - <60 dias
KQ12;O05;407049;179341;01/04/2024;Não - <60 dias
KQ12;O07;407100;179140;01/04/2024;Não - <60 dias
KQ12;O08;407185;179300;01/04/2024;Não - <60 dias
KQ12;O09;407185;179301;01/04/2024;Não - <60 dias
KQ12;O10;407102;179272;01/04/2024;Não - <60 dias
KQ12;O11;407102;179271;01/04/2024;Não - <60 dias
KQ12;O12;407520;179545;01/04/2024;Não - <60 dias
KQ12;O13;407366;179382;01/04/2024;Não - <60 dias
KQ12;O14;414212;180667;01/04/2024;Não - <60 dias
KQ12;O15;407544;179513;01/04/2024;Não - <60 dias
KQ12;O16;415641;181153;01/04/2024;Não - <60 dias
KQ12;O18;407142;179126;01/04/2024;Não - <60 dias
KQ12;O19;407189;179417;01/04/2024;Não - <60 dias
KQ12;O20;407132;179180;01/04/2024;Não - <60 dias
KQ12;O22;406959;179242;01/04/2024;Não - <60 dias
KQ12;O24;407141;179387;01/04/2024;Não - <60 dias
KQ12;P01;407159;179134;01/04/2024;Não - <60 dias
KQ12;P02;416357;179252;01/04/2024;Não - <60 dias
KQ12;P03;278734;179260;01/04/2024;Não - <60 dias
KQ12;P04;343258;179461;01/04/2024;Não - <60 dias
KQ12;P05;407359;179392;01/04/2024;Não - <60 dias
KQ12;P06;406961;179154;01/04/2024;Não - <60 dias
KQ12;P07;407438;179830;01/04/2024;Não - <60 dias
KQ12;P08;407438;179872;01/04/2024;Não - <60 dias
KQ12;P09;407075;179283;01/04/2024;Não - <60 dias
KQ12;P10;407266;179342;01/04/2024;Não - <60 dias
KQ12;P11;407266;179314;01/04/2024;Não - <60 dias
KQ12;Q04;424407;182042;01/04/2024;Não - <60 dias
KQ12;Q05;426759;182680;01/04/2024;Não - <60 dias
KQ12;Q07;426241;182436;01/04/2024;Não - <60 dias
KQ12;Q08;407053;179149;01/04/2024;Não - <60 dias
KQ12;Q09;407419;179457;01/04/2024;Não - <60 dias
KQ12;Q10;423722;181380;01/04/2024;Não - <60 dias
KQ12;Q11;407227;179293;01/04/2024;Não - <60 dias
KQ12;Q12;407227;179380;01/04/2024;Não - <60 dias
KQ12;R01;406949;179508;01/04/2024;Não - <60 dias
KQ12;R02;406949;179507;01/04/2024;Não - <60 dias
KQ12;R03;407021;179231;01/04/2024;Não - <60 dias
KQ12;R04;313647;179427;01/04/2024;Não - <60 dias
KQ12;R05;406980;179298;01/04/2024;Não - <60 dias
KQ12;R06;406980;179287;01/04/2024;Não - <60 dias
KQ12;R07;299218;179499;01/04/2024;Não - <60 dias
KQ12;R08;309257;179371;01/04/2024;Não - <60 dias
KQ12;R09;407198;179219;01/04/2024;Não - <60 dias
KQ12;R10;408104;180195;01/04/2024;Não - <60 dias
KQ12;R12;407205;179121;01/04/2024;Não - <60 dias
KQ12;R14;407024;179239;01/04/2024;Não - <60 dias
KQ12;R15;407024;179279;01/04/2024;Não - <60 dias
KQ12;R16;407309;179475;01/04/2024;Não - <60 dias
KQ12;R17;407309;179472;01/04/2024;Não - <60 dias
KQ12;S02;407107;179183;01/04/2024;Não - <60 dias
KQ12;S03;407170;179196;01/04/2024;Não - Em Processamento
KQ12;S04;407115;179275;01/04/2024;Não - <60 dias
KQ12;S05;407051;179318;01/04/2024;Não - <60 dias
KQ12;S06;406858;179185;01/04/2024;Não - <60 dias
KQ12;S07;406990;179243;01/04/2024;Não - <60 dias
KQ12;S09;407042;179143;01/04/2024;Não - <60 dias
KQ12;S10;407348;179498;01/04/2024;Não - <60 dias
KQ12;S11;407349;179452;01/04/2024;Não - <60 dias
KQ12;S12;407329;179466;01/04/2024;Não - <60 dias
KQ12;S14;407200;179189;01/04/2024;Não - <60 dias
KQ12;S15;407400;179451;01/04/2024;Não - <60 dias
KQ12;S16;407135;179135;01/04/2024;Não - <60 dias
KQ12;S17;407135;179132;01/04/2024;Não - <60 dias
KQ12;S18;407166;179181;01/04/2024;Não - <60 dias
KQ12;S19;407166;179162;01/04/2024;Não - <60 dias
KQ12;S20;407249;179369;01/04/2024;Não - <60 dias
KQ12;S21;407178;179203;01/04/2024;Não - <60 dias
KQ12;S22;407111;179137;01/04/2024;Não - <60 dias
KQ12;S23;407296;179267;01/04/2024;Não - <60 dias
KQ12;S24;407296;179268;01/04/2024;Não - <60 dias
KQ12;S25;407296;179290;01/04/2024;Não - <60 dias
KQ12;S26;407184;179336;01/04/2024;Não - <60 dias
KQ12;T03;407264;179384;01/04/2024;Não - <60 dias
KQ12;T06;407211;179302;01/04/2024;Não - <60 dias
KQ12;T07;343258;179462;01/04/2024;Não - <60 dias
KQ12;T08;407581;179511;01/04/2024;Não - <60 dias
KQ12;T09;407581;179510;01/04/2024;Não - <60 dias
KQ12;T11;426044;182309;01/04/2024;Não - <60 dias
KQ12;T13;423839;181477;01/04/2024;Não - <60 dias
KQ12;T14;407268;179399;01/04/2024;Não - <60 dias
KQ12;T16;406964;179153;01/04/2024;Não - <60 dias
KQ12;T17;407736;179748;01/04/2024;Não - <60 dias
KQ12;T19;407352;179306;01/04/2024;Não - <60 dias
KQ12;U02;407113;179339;01/04/2024;Não - <60 dias
KQ12;U04;407268;179398;01/04/2024;Não - <60 dias
KQ12;U06;407004;179227;01/04/2024;Não - <60 dias
KQ12;U07;407011;179333;01/04/2024;Não - <60 dias
KQ12;U08;278268;179621;01/04/2024;Não - <60 dias
KQ12;U09;409591;180558;01/04/2024;Não - <60 dias
KQ12;U10;407433;179329;01/04/2024;Não - <60 dias
KQ12;U12;406998;179172;01/04/2024;Não - <60 dias
KQ12;U13;426004;182182;01/04/2024;Não - <60 dias
KQ12;U17;407167;180612;01/04/2024;Não - <60 dias
KQ12;U18;410915;180596;01/04/2024;Não - <60 dias
KQ12;U19;409248;180431;01/04/2024;Não - <60 dias
KQ12;U22;407026;179277;01/04/2024;Não - <60 dias
KQ12;U23;407088;179323;01/04/2024;Não - <60 dias
KQ12;V02;407167;179122;01/04/2024;Não - <60 dias
KQ12;V03;407094;179211;01/04/2024;Não - <60 dias
KQ12;V04;277011;179325;01/04/2024;Não - <60 dias
KQ12;V05;277011;179328;01/04/2024;Não - <60 dias
KQ12;V08;407289;179261;01/04/2024;Não - <60 dias
KQ12;V10;407309;179474;01/04/2024;Não - <60 dias
KQ12;V11;407309;179473;01/04/2024;Não - <60 dias
KQ12;V12;406998;179188;01/04/2024;Não - <60 dias
KQ12;V13;406969;179235;01/04/2024;Não - <60 dias
KQ12;V15;407015;179214;01/04/2024;Não - <60 dias
KQ12;V16;407016;179226;01/04/2024;Não - <60 dias
KQ12;V17;407525;179502;01/04/2024;Não - <60 dias
KQ12;V18;407168;179124;01/04/2024;Não - <60 dias
KQ12;V20;407174;179294;01/04/2024;Não - <60 dias
KQ12;V22;407215;179127;01/04/2024;Não - <60 dias
KQ12;V23;407043;179317;01/04/2024;Não - <60 dias
KQ12;W06;407463;179434;01/04/2024;Não - <60 dias
KQ12;W07;407314;179217;01/04/2024;Não - <60 dias
KQ12;X01;407000;179145;01/04/2024;Não - <60 dias
KQ12;X02;406859;179187;01/04/2024;Não - <60 dias
KQ12;X03;406859;179186;01/04/2024;Não - <60 dias
KQ12;X04;407520;179544;01/04/2024;Não - <60 dias
KQ12;X05;407187;179202;01/04/2024;Não - <60 dias
KQ12;Y01;424065;181918;01/04/2024;Não - <60 dias
KQ12;Y02;424065;181934;01/04/2024;Não - <60 dias
KQ12;Y03;424065;181917;01/04/2024;Não - <60 dias
KQ12;Y04;424065;181916;01/04/2024;Não - <60 dias
KQ12;Y05;424065;181915;01/04/2024;Não - <60 dias
KQ12;Y06;424065;181914;01/04/2024;Não - <60 dias
KQ12;Y07;424065;181923;01/04/2024;Não - <60 dias
KQ12;Y08;424065;181931;01/04/2024;Não - <60 dias
KQ12;Y09;424065;181913;01/04/2024;Não - <60 dias
KQ12;Y10;424065;181929;01/04/2024;Não - <60 dias
KQ12;Y11;424065;181922;01/04/2024;Não - <60 dias
KQ12;Y13;424065;181920;01/04/2024;Não - <60 dias
KQ12;Z01;424065;181654;01/04/2024;Não - <60 dias
KQ12;Z02;424065;181650;01/04/2024;Não - <60 dias
KQ12;Z03;424065;181651;01/04/2024;Não - <60 dias
KQ12;Z04;424065;181640;01/04/2024;Não - <60 dias
KQ12;Z05;424065;181639;01/04/2024;Não - <60 dias
KQ12;Z06;424065;181638;01/04/2024;Não - <60 dias
KQ12;Z07;424065;181653;01/04/2024;Não - <60 dias
KQ12;Z08;424065;181637;01/04/2024;Não - <60 dias
KQ12;Z09;424065;181649;01/04/2024;Não - <60 dias
KQ12;Z10;424065;181648;01/04/2024;Não - <60 dias
KQ12;Z11;424065;181652;01/04/2024;Não - <60 dias
KQ12;Z12;424065;181636;01/04/2024;Não - <60 dias
KQ12;Z13;424065;181635;01/04/2024;Não - <60 dias
KQ12;Z14;424065;181647;01/04/2024;Não - <60 dias
KQ12;Z15;424065;181646;01/04/2024;Não - <60 dias
KQ12;Z16;424065;181645;01/04/2024;Não - <60 dias
KQ12;Z17;424065;181634;01/04/2024;Não - <60 dias
KT16;A401;354819;170326;01/04/2024;Sim
KT16;AA403;355004;170389;01/04/2024;Não - <60 dias
KT16;AA404;353696;169551;01/04/2024;Sim
KT16;AA414;355981;170739;01/04/2024;Não - <60 dias
KT16;AA416;354126;169708;01/04/2024;Não - <60 dias
KT16;BA401;353795;169693;01/04/2024;Não - <60 dias
KT16;BA404;354500;169988;01/04/2024;Não - <60 dias
KT16;BA405;427106;182820;01/04/2024;Não - <60 dias
KT16;BA410;354115;169815;01/04/2024;Não - <60 dias
KT16;BA411;356583;170982;01/04/2024;Não - <60 dias
KT16;BA413;356658;171015;01/04/2024;Não - <60 dias
KT16;BA414;308516;172028;01/04/2024;Não - <60 dias
KT16;BA417;430548;184217;01/04/2024;Não - <60 dias
KT16;E401;352812;169570;01/04/2024;Não - <60 dias
KT16;E402;353790;169890;01/04/2024;Não - <60 dias
KT16;E404;354451;169991;01/04/2024;Não - <60 dias
KT16;E405;353666;169561;01/04/2024;Não - Em Processamento
KT16;E408;353651;169565;01/04/2024;Não - <60 dias
KT16;E409;353617;169736;01/04/2024;Não - <60 dias
KT16;E410;353617;169737;01/04/2024;Não - <60 dias
KT16;E412;360517;173506;01/04/2024;Sim
KT16;E414;354265;169888;01/04/2024;Não - Em Processamento
KT16;F402;353788;169738;01/04/2024;Não - <60 dias
KT16;F403;353644;169702;01/04/2024;Não - <60 dias
KT16;F406;358256;172252;01/04/2024;Sim
KT16;F407;360869;173671;01/04/2024;Não - <60 dias
KT16;F408;362051;174330;01/04/2024;Não - <60 dias
KT16;F410;350957;170272;01/04/2024;Não - <60 dias
KT16;F411;354271;169865;01/04/2024;Não - <60 dias
KT16;F412;353714;169833;01/04/2024;Não - <60 dias
KT16;F413;353619;169756;01/04/2024;Não - <60 dias
KT16;F414;362886;174705;01/04/2024;Não - Em Processamento
KT16;F417;423946;181558;01/04/2024;Não - <60 dias
KT16;F419;354183;169757;01/04/2024;Não - <60 dias
KT16;F422;354175;169919;01/04/2024;Não - <60 dias
KT16;F425;427232;170281;01/04/2024;Não - Em Processamento
KT16;F426;353649;169735;01/04/2024;Não - <60 dias
KT16;F428;355020;170374;01/04/2024;Sim
KT16;F431;361547;175358;01/04/2024;Não - <60 dias
KT16;F434;348493;169714;01/04/2024;Não - <60 dias
KT16;G402;356707;171019;01/04/2024;Não - <60 dias
KT16;G412;354185;169761;01/04/2024;Não - <60 dias
KT16;G414;407566;169530;01/04/2024;Sim
KT16;G418;361549;174281;01/04/2024;Não - <60 dias
KT16;G421;347318;172113;01/04/2024;Não - <60 dias
KT16;G423;360908;173736;01/04/2024;Não - Em Processamento
KT16;H401;355668;170821;01/04/2024;Não - <60 dias
KT16;H402;355668;170824;01/04/2024;Não - <60 dias
KT16;H408;353781;169552;01/04/2024;Sim
KT16;H409;354205;169939;01/04/2024;Não - <60 dias
KT16;H412;353674;169534;01/04/2024;Não - <60 dias
KT16;H413;353875;169834;01/04/2024;Não - <60 dias
KT16;H424;404043;169695;01/04/2024;Não - <60 dias
KT16;H427;308242;178983;01/04/2024;Não - <60 dias
KT16;I405;354204;169766;01/04/2024;Não - <60 dias
KT16;I406;361265;178771;01/04/2024;Não - <60 dias
KT16;I419;353786;169915;01/04/2024;Não - <60 dias
KT16;I420;353629;169646;01/04/2024;Não - <60 dias
KT16;I423;353660;169563;01/04/2024;Não - <60 dias
KT16;I425;427477;171207;01/04/2024;Não - <60 dias
KT16;J401;391878;169842;01/04/2024;Não - <60 dias
KT16;J402;430660;183992;01/04/2024;Não - <60 dias
KT16;J405;351626;170501;01/04/2024;Sim
KT16;J406;390931;176921;01/04/2024;Não - <60 dias
KT16;J409;353665;169562;01/04/2024;Não - <60 dias
KT16;J410;355015;170373;01/04/2024;Não - <60 dias
KT16;J412;353733;170591;01/04/2024;Não - Registro Ar - Endereco Insuficiente
KT16;J414;406146;178716;01/04/2024;Não - <60 dias
KT16;J417;359080;172745;01/04/2024;Não - <60 dias
KT16;J418;353639;169760;01/04/2024;Não - <60 dias
KT16;J428;355616;170587;01/04/2024;Não - <60 dias
KT16;J431;361405;173939;01/04/2024;Não - Em Processamento
KT16;K401;354049;169885;01/04/2024;Não - <60 dias
KT16;K403;353626;169685;01/04/2024;Não - <60 dias
KT16;K409;427538;174832;01/04/2024;Não - <60 dias
KT16;K412;354122;169704;01/04/2024;Não - <60 dias
KT16;K413;353624;169682;01/04/2024;Não - <60 dias
KT16;K419;387044;175590;01/04/2024;Não - <60 dias
KT16;L407;353735;169881;01/04/2024;Não - <60 dias
KT16;L408;353735;169882;01/04/2024;Não - <60 dias
KT16;L413;362270;174327;01/04/2024;Não - <60 dias
KT16;L415;353623;169679;01/04/2024;Não - <60 dias
KT16;L418;277675;170218;01/04/2024;Não - <60 dias
KT16;L422;356889;171233;01/04/2024;Não - <60 dias
KT16;L424;427889;169803;01/04/2024;Não - <60 dias
KT16;M415;353762;169895;01/04/2024;Não - <60 dias
KT16;M416;353762;169947;01/04/2024;Não - <60 dias
KT16;M421;406360;178839;01/04/2024;Não - <60 dias
KT16;M422;279813;178740;01/04/2024;Sim
KT16;M423;357947;172108;01/04/2024;Não - <60 dias
KT16;M424;354461;169958;01/04/2024;Não - <60 dias
KT16;M426;403089;169538;01/04/2024;Não - <60 dias
KT16;M435;361365;173926;01/04/2024;Sim
KT16;M436;426442;182426;01/04/2024;Não - <60 dias
KT16;M437;362701;174842;01/04/2024;Sim
KT16;M438;363417;174906;01/04/2024;Não - FIDC
KT16;M439;308472;174897;01/04/2024;Não - <60 dias
KT16;M441;357798;172072;01/04/2024;Não - <60 dias
KT16;M442;354112;169694;01/04/2024;Não - <60 dias
KT16;N405;362860;174713;01/04/2024;Não - <60 dias
KT16;N406;354033;169762;01/04/2024;Não - <60 dias
KT16;N407;354090;169847;01/04/2024;Não - <60 dias
KT16;N408;354092;169817;01/04/2024;Não - <60 dias
KT16;N413;358922;172605;01/04/2024;Não - <60 dias
KT16;N418;353632;169719;01/04/2024;Não - <60 dias
KT16;N419;350817;174423;01/04/2024;Não - <60 dias
KT16;N420;353653;169630;01/04/2024;Não - <60 dias
KT16;N424;362651;174954;01/04/2024;Sim
KT16;N426;403421;174953;01/04/2024;Não - <60 dias
KT16;N427;353635;169752;01/04/2024;Não - <60 dias
KT16;N429;360655;175345;01/04/2024;Não - Liminar de Cobrança
