Considerar?;Cód. Cliente;Tipo da Ação;Data Citação;Status da Ação;Tipo da Ação;Data do Encerramento;Data encerramento maior que citação;Localizado;Qtde. de Ações por Cliente;Ordem de Priorização
1;229321;RESCISÃO CONTRATUAL COM ATRASO;31/07/2015;ATIVO;CÍVEL;;0;1;1;15
1;229325;MULTA CONTRATUAL POR ATRASO;31/10/2021;ATIVO;CÍVEL;;0;1;1;15
1;229335;MULTA CONTRATUAL POR ATRASO;31/05/2019;ATIVO;CÍVEL;;0;1;1;15
1;229336;RESCISÃO CONTRATUAL COM ATRASO;30/11/2015;ATIVO;CÍVEL;;0;1;1;15
1;229339;RESCISÃO CONTRATUAL COM ATRASO;30/04/2015;ATIVO;CÍVEL;;0;1;1;15
1;229345;MULTA CONTRATUAL;31/10/2016;ATIVO;CÍVEL;;0;1;1;15
1;229374;MULTA CONTRATUAL;30/04/2017;ATIVO;CÍVEL;;0;1;1;15
1;229397;MULTA CONTRATUAL POR ATRASO;31/10/2018;ATIVO;CÍVEL;;0;1;1;15
1;229405;RESCISÃO CONTRATUAL COM ATRASO;31/05/2020;ATIVO;CÍVEL;;0;1;1;15
1;229421;MULTA CONTRATUAL POR ATRASO;31/12/2019;ATIVO;CÍVEL;;0;1;2;15
1;229421;RESCISÃO CONTRATUAL COM ATRASO;28/02/2021;ATIVO;CÍVEL;;0;1;2;15
1;229427;RESCISÃO CONTRATUAL COM ATRASO;31/07/2015;ATIVO;CÍVEL;;0;1;1;15
1;229439;RESCISÃO CONTRATUAL COM ATRASO;30/09/2016;ATIVO;CÍVEL;;0;1;1;15
1;229451;RESCISÃO CONTRATUAL COM ATRASO;31/03/2017;ATIVO;CÍVEL;;0;1;1;15
1;229455;RESCISÃO CONTRATUAL COM ATRASO;30/06/2018;ATIVO;CÍVEL;;0;1;1;15
1;229464;MULTA CONTRATUAL;30/04/2020;ATIVO;CÍVEL;;0;1;1;15
1;229466;MULTA CONTRATUAL;31/05/2016;ATIVO;CÍVEL;;0;1;1;15
1;229496;RESCISÃO CONTRATUAL COM ATRASO;30/11/2018;ATIVO;CÍVEL;;0;1;1;15
1;229498;MULTA CONTRATUAL POR ATRASO;30/09/2019;ATIVO;CÍVEL;;0;1;1;15
1;229820;RESCISÃO CONTRATUAL COM ATRASO;31/12/2020;ATIVO;CÍVEL;;0;1;1;15
1;229923;RESCISÃO CONTRATUAL COM ATRASO;31/05/2017;ATIVO;CÍVEL;;0;1;1;15
1;230129;RESCISÃO CONTRATUAL SEM ATRASO;31/10/2014;ATIVO;CÍVEL;;0;1;1;15
1;230140;RESCISÃO - DISTRATO UNILATERAL;30/11/2021;ATIVO;CÍVEL;;0;1;1;15
1;230324;RESCISÃO CONTRATUAL COM ATRASO;30/09/2019;ATIVO;CÍVEL;;0;1;1;15
1;230329;RESCISÃO CONTRATUAL SEM ATRASO;31/12/2019;ATIVO;CÍVEL;;0;1;1;15
1;230386;RESCISÃO CONTRATUAL SEM ATRASO;31/07/2018;ATIVO;CÍVEL;;0;1;1;15
1;230423;RESCISÃO CONTRATUAL COM ATRASO;30/06/2015;ATIVO;CÍVEL;;0;1;1;15
1;230639;RESCISÃO CONTRATUAL SEM ATRASO;31/03/2020;ATIVO;CÍVEL;;0;1;1;15
1;230689;MULTA CONTRATUAL;31/01/2016;ATIVO;CÍVEL;;0;1;1;15
1;230704;MULTA CONTRATUAL POR ATRASO;30/04/2022;ATIVO;CÍVEL;;0;1;1;15
1;231012;RESCISÃO CONTRATUAL COM ATRASO;31/03/2016;ATIVO;CÍVEL;;0;1;1;15
1;231089;RESCISÃO CONTRATUAL COM ATRASO;31/08/2015;ATIVO;CÍVEL;;0;1;1;15
1;231134;RESCISÃO CONTRATUAL COM ATRASO;30/04/2018;ATIVO;CÍVEL;;0;1;1;15
1;231138;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;2;15
1;231138;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;2;15
1;231551;RESCISÃO CONTRATUAL COM ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;232075;RESCISÃO CONTRATUAL COM ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;232078;RESCISÃO CONTRATUAL COM ATRASO;30/11/2015;ATIVO;CÍVEL;;0;1;1;15
1;232088;RESCISÃO CONTRATUAL COM ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;232308;RESCISÃO CONTRATUAL COM ATRASO;31/07/2021;ATIVO;CÍVEL;;0;1;1;15
1;232310;RESCISÃO CONTRATUAL COM ATRASO;30/06/2021;ATIVO;CÍVEL;;0;1;1;15
1;232562;RESCISÃO CONTRATUAL COM ATRASO;31/01/2019;ATIVO;CÍVEL;;0;1;1;15
1;232564;RESCISÃO CONTRATUAL COM ATRASO;31/03/2016;ATIVO;CÍVEL;;0;1;1;15
1;233605;RESCISÃO CONTRATUAL COM ATRASO;30/06/2016;ATIVO;CÍVEL;;0;1;1;15
1;233637;RESCISÃO CONTRATUAL COM ATRASO;31/05/2016;ATIVO;CÍVEL;;0;1;1;15
1;234017;MULTA CONTRATUAL POR ATRASO;31/10/2016;ATIVO;CÍVEL;;0;1;1;15
1;234054;RESCISÃO CONTRATUAL SEM ATRASO;30/09/2016;ATIVO;CÍVEL;;0;1;1;15
1;234057;RESCISÃO CONTRATUAL COM ATRASO;31/03/2016;ATIVO;CÍVEL;;0;1;1;15
1;234641;MULTA CONTRATUAL POR ATRASO;31/10/2013;ATIVO;CÍVEL;;0;1;1;15
1;234690;RESCISÃO CONTRATUAL COM ATRASO;31/07/2016;ATIVO;CÍVEL;;0;1;1;15
1;235234;MULTA CONTRATUAL;31/01/2017;ATIVO;CÍVEL;;0;1;1;15
1;235768;RESCISÃO CONTRATUAL COM ATRASO;31/07/2016;ATIVO;CÍVEL;;0;1;1;15
1;235910;REVISÃO CONTRATUAL;28/02/2014;ATIVO;CÍVEL;;0;1;1;6
1;235921;RESCISÃO CONTRATUAL SEM ATRASO;31/10/2020;ATIVO;CÍVEL;;0;1;1;15
1;235943;MULTA CONTRATUAL;31/07/2015;ATIVO;CÍVEL;;0;1;1;15
1;236534;MULTA CONTRATUAL;31/01/2019;ATIVO;CÍVEL;;0;1;1;15
1;236547;COBRANÇA INDEVIDA;30/04/2018;ATIVO;CÍVEL;;0;1;1;3
1;236564;RESTITUIÇÃO DO IPTU;31/01/2018;ATIVO;CÍVEL;;0;1;1;10
1;236634;RESTITUIÇÃO DA TAXA ASSOCIATIVA E IPTU;31/08/2022;ATIVO;CÍVEL;;0;1;1;10
1;236645;RESCISÃO CONTRATUAL COM ATRASO;31/03/2019;ATIVO;CÍVEL;;0;1;1;15
1;236680;RESTITUIÇÃO DO IPTU;31/05/2019;ATIVO;CÍVEL;;0;1;2;10
1;236680;MULTA CONTRATUAL;31/05/2019;ATIVO;CÍVEL;;0;1;2;15
1;236732;RESTITUIÇÃO DA TAXA ASSOCIATIVA;30/09/2021;ATIVO;CÍVEL;;0;1;1;12
1;236736;RESTITUIÇÃO DA TAXA ASSOCIATIVA;30/04/2017;ATIVO;CÍVEL;;0;1;1;12
1;236743;RESCISÃO CONTRATUAL COM ATRASO;30/11/2019;ATIVO;CÍVEL;;0;1;1;15
1;236786;RESCISÃO CONTRATUAL COM ATRASO;31/08/2017;ATIVO;CÍVEL;;0;1;1;15
1;236796;MULTA CONTRATUAL;28/02/2022;ATIVO;CÍVEL;;0;1;1;15
1;236807;RESTITUIÇÃO DO IPTU;31/10/2021;ATIVO;CÍVEL;;0;1;1;10
1;236824;MULTA CONTRATUAL POR ATRASO;31/03/2021;ATIVO;CÍVEL;;0;1;2;15
1;236824;RESTITUIÇÃO DA TAXA ASSOCIATIVA E IPTU;31/03/2021;ATIVO;CÍVEL;;0;1;2;10
1;236850;MULTA CONTRATUAL POR ATRASO;31/01/2020;ATIVO;CÍVEL;;0;1;1;15
1;236941;RESTITUIÇÃO DA TAXA ASSOCIATIVA;31/03/2022;ATIVO;CÍVEL;;0;1;1;12
1;236945;RESCISÃO CONTRATUAL COM ATRASO;30/11/2017;ATIVO;CÍVEL;;0;1;1;15
1;236973;RESCISÃO CONTRATUAL COM ATRASO;31/10/2016;ATIVO;CÍVEL;;0;1;1;15
1;237004;RESTITUIÇÃO DO IPTU;31/10/2019;ATIVO;CÍVEL;;0;1;1;10
1;237046;COBRANÇA INDEVIDA;30/06/2018;ATIVO;CÍVEL;;0;1;2;3
1;237046;COBRANÇA INDEVIDA;30/06/2018;ATIVO;CÍVEL;;0;1;2;3
1;237062;RESTITUIÇÃO DA TAXA ASSOCIATIVA;31/05/2019;ATIVO;CÍVEL;;0;1;1;12
1;237063;MULTA CONTRATUAL;31/01/2022;ATIVO;CÍVEL;;0;1;1;15
1;237483;RESTITUIÇÃO DO IPTU;31/03/2016;ATIVO;CÍVEL;;0;1;1;10
1;237821;MULTA CONTRATUAL POR ATRASO;31/10/2017;ATIVO;CÍVEL;;0;1;1;15
1;237944;RESCISÃO CONTRATUAL COM ATRASO;31/08/2018;ATIVO;CÍVEL;;0;1;1;15
1;238008;RESTITUIÇÃO DA TAXA ASSOCIATIVA E IPTU;31/10/2021;ATIVO;CÍVEL;;0;1;1;10
1;238023;RESCISÃO CONTRATUAL COM ATRASO;31/08/2017;ATIVO;CÍVEL;;0;1;1;15
1;238029;RESTITUIÇÃO DO IPTU;31/08/2017;ATIVO;CÍVEL;;0;1;1;10
1;238075;MULTA CONTRATUAL POR ATRASO;31/08/2016;ATIVO;CÍVEL;;0;1;1;15
1;238114;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;238115;MULTA CONTRATUAL POR ATRASO;31/10/2021;ATIVO;CÍVEL;;0;1;1;15
1;238117;MULTA CONTRATUAL POR ATRASO;28/02/2022;ATIVO;CÍVEL;;0;1;1;15
1;238127;RESCISÃO CONTRATUAL COM ATRASO;31/05/2016;ATIVO;CÍVEL;;0;1;1;15
1;238132;MULTA CONTRATUAL POR ATRASO;31/12/2020;ATIVO;CÍVEL;;0;1;1;15
1;238151;RESCISÃO CONTRATUAL COM ATRASO;31/05/2018;ATIVO;CÍVEL;;0;1;1;15
1;238176;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;238179;RESCISÃO CONTRATUAL COM ATRASO;30/09/2015;ATIVO;CÍVEL;;0;1;1;15
1;238200;MULTA CONTRATUAL POR ATRASO;31/05/2017;ATIVO;CÍVEL;;0;1;1;15
1;238203;RESCISÃO CONTRATUAL COM ATRASO;31/08/2016;ATIVO;CÍVEL;;0;1;1;15
1;238244;MULTA CONTRATUAL POR ATRASO;31/08/2022;ATIVO;CÍVEL;;0;1;1;15
1;238246;MULTA CONTRATUAL POR ATRASO;31/10/2019;ATIVO;CÍVEL;;0;1;1;15
1;238248;MULTA CONTRATUAL POR ATRASO;31/07/2021;ATIVO;CÍVEL;;0;1;1;15
1;238264;RESCISÃO CONTRATUAL COM ATRASO;31/07/2015;ATIVO;CÍVEL;;0;1;2;15
1;238264;RESCISÃO CONTRATUAL COM ATRASO;31/05/2018;ATIVO;CÍVEL;;0;1;2;15
1;238308;MULTA CONTRATUAL POR ATRASO;31/10/2019;ATIVO;CÍVEL;;0;1;1;15
1;238316;MULTA CONTRATUAL POR ATRASO;30/11/2016;ATIVO;CÍVEL;;0;1;1;15
1;238339;MULTA CONTRATUAL POR ATRASO;30/06/2019;ATIVO;CÍVEL;;0;1;1;15
1;238342;MULTA CONTRATUAL POR ATRASO;28/02/2017;ATIVO;CÍVEL;;0;1;1;15
1;238356;MULTA CONTRATUAL POR ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;238358;MULTA CONTRATUAL POR ATRASO;31/07/2016;ATIVO;CÍVEL;;0;1;1;15
1;238374;MULTA CONTRATUAL POR ATRASO;31/05/2019;ATIVO;CÍVEL;;0;1;1;15
1;238386;MULTA CONTRATUAL;28/02/2021;ATIVO;CÍVEL;;0;1;1;15
1;238397;MULTA CONTRATUAL POR ATRASO;31/10/2019;ATIVO;CÍVEL;;0;1;1;15
1;238408;MULTA CONTRATUAL POR ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;2;15
1;238408;MULTA CONTRATUAL POR ATRASO;30/11/2016;ATIVO;CÍVEL;;0;1;2;15
1;238425;MULTA CONTRATUAL;31/03/2021;ATIVO;CÍVEL;;0;1;1;15
1;238428;RESTITUIÇÃO DE COMISSÃO DE CORRETAGEM;30/11/2015;ATIVO;CÍVEL;;0;1;1;12
1;238429;MULTA CONTRATUAL POR ATRASO;31/12/2021;ATIVO;CÍVEL;;0;1;1;15
1;238464;MULTA CONTRATUAL POR ATRASO;28/02/2019;ATIVO;CÍVEL;;0;1;1;15
1;238466;MULTA CONTRATUAL POR ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;238485;MULTA CONTRATUAL POR ATRASO;30/06/2016;ATIVO;CÍVEL;;0;1;1;15
1;238505;RESTITUIÇÃO DA TAXA ASSOCIATIVA E IPTU;31/07/2016;ATIVO;CÍVEL;;0;1;1;10
1;238512;MULTA CONTRATUAL POR ATRASO;28/02/2021;ATIVO;CÍVEL;;0;1;1;15
1;238527;MULTA CONTRATUAL POR ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;238542;MULTA CONTRATUAL POR ATRASO;31/08/2017;ATIVO;CÍVEL;;0;1;1;15
1;238559;RESCISÃO CONTRATUAL COM ATRASO;31/03/2021;ATIVO;CÍVEL;;0;1;1;15
1;238561;MULTA CONTRATUAL POR ATRASO;31/08/2015;ATIVO;CÍVEL;;0;1;1;15
1;238586;MULTA CONTRATUAL POR ATRASO;31/10/2020;ATIVO;CÍVEL;;0;1;1;15
1;238607;MULTA CONTRATUAL POR ATRASO;30/06/2017;ATIVO;CÍVEL;;0;1;1;15
1;238659;MULTA CONTRATUAL POR ATRASO;29/02/2016;ATIVO;CÍVEL;;0;1;1;15
1;238683;MULTA CONTRATUAL POR ATRASO;30/06/2015;ATIVO;CÍVEL;;0;1;1;15
1;238692;MULTA CONTRATUAL POR ATRASO;31/08/2018;ATIVO;CÍVEL;;0;1;1;15
1;238724;MULTA CONTRATUAL POR ATRASO;30/04/2019;ATIVO;CÍVEL;;0;1;1;15
1;238731;MULTA CONTRATUAL POR ATRASO;30/04/2016;ATIVO;CÍVEL;;0;1;1;15
1;238742;MULTA CONTRATUAL POR ATRASO;31/03/2021;ATIVO;CÍVEL;;0;1;1;15
1;238755;RESCISÃO CONTRATUAL COM ATRASO;29/02/2020;ATIVO;CÍVEL;;0;1;1;15
1;238765;RESCISÃO CONTRATUAL COM ATRASO;31/12/2020;ATIVO;CÍVEL;;0;1;1;15
1;238793;MULTA CONTRATUAL POR ATRASO;28/02/2018;ATIVO;CÍVEL;;0;1;1;15
1;238809;RESCISÃO CONTRATUAL SEM ATRASO;31/08/2019;ATIVO;CÍVEL;;0;1;1;15
1;238816;MULTA CONTRATUAL POR ATRASO;31/07/2016;ATIVO;CÍVEL;;0;1;1;15
1;238825;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;238831;RESTITUIÇÃO DO IPTU;30/06/2018;ATIVO;CÍVEL;;0;1;1;10
1;238845;MULTA CONTRATUAL POR ATRASO;31/05/2019;ATIVO;CÍVEL;;0;1;1;15
1;238911;MULTA CONTRATUAL POR ATRASO;31/01/2018;ATIVO;CÍVEL;;0;1;1;15
1;238916;MULTA CONTRATUAL POR ATRASO;43830;ATIVO;CÍVEL;;0;1;1;15
1;238917;MULTA CONTRATUAL POR ATRASO;31/10/2016;ATIVO;CÍVEL;;0;1;1;15
1;238925;MULTA CONTRATUAL POR ATRASO;30/06/2016;ATIVO;CÍVEL;;0;1;1;15
1;238931;RESTITUIÇÃO DO IPTU;31/07/2019;ATIVO;CÍVEL;;0;1;1;10
1;238948;RESCISÃO CONTRATUAL COM ATRASO;31/03/2020;ATIVO;CÍVEL;;0;1;1;15
1;238954;MULTA CONTRATUAL POR ATRASO;31/12/2019;ATIVO;CÍVEL;;0;1;1;15
1;238979;RESCISÃO CONTRATUAL;30/06/2013;ATIVO;CÍVEL;;0;1;1;1
1;239145;RESCISÃO CONTRATUAL COM ATRASO;30/11/2015;ATIVO;CÍVEL;;0;1;1;15
1;239360;RESCISÃO CONTRATUAL SEM ATRASO;31/12/2019;ATIVO;CÍVEL;;0;1;1;15
1;239526;RESCISÃO CONTRATUAL COM ATRASO;31/03/2017;ATIVO;CÍVEL;;0;1;1;15
1;239563;RESTITUIÇÃO DO IPTU;31/05/2019;ATIVO;CÍVEL;;0;1;1;10
1;239738;RESCISÃO CONTRATUAL COM ATRASO;31/08/2015;ATIVO;CÍVEL;;0;1;1;15
1;239766;MULTA CONTRATUAL POR ATRASO;31/05/2018;ATIVO;CÍVEL;;0;1;1;15
1;239779;MULTA CONTRATUAL POR ATRASO;30/06/2015;ATIVO;CÍVEL;;0;1;1;15
1;239791;RESCISÃO CONTRATUAL SEM ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;239806;MULTA CONTRATUAL POR ATRASO;30/11/2021;ATIVO;CÍVEL;;0;1;1;15
1;240215;RESCISÃO CONTRATUAL COM ATRASO;31/03/2016;ATIVO;CÍVEL;;0;1;1;15
1;240266;RESCISÃO CONTRATUAL SEM ATRASO;30/09/2021;ATIVO;CÍVEL;;0;1;1;15
1;240313;MULTA CONTRATUAL POR ATRASO;28/02/2022;ATIVO;CÍVEL;;0;1;1;15
1;240441;RESTITUIÇÃO DE COMISSÃO DE CORRETAGEM;30/06/2016;ATIVO;CÍVEL;;0;1;1;12
1;240590;RESCISÃO CONTRATUAL COM ATRASO;30/06/2017;ATIVO;CÍVEL;;0;1;1;15
1;240954;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;241400;COBRANÇA INDEVIDA;31/08/2014;ATIVO;CÍVEL;;0;1;2;3
1;241400;MULTA CONTRATUAL POR ATRASO;31/10/2013;ATIVO;CÍVEL;;0;1;2;15
1;241538;MULTA CONTRATUAL POR ATRASO;31/12/2021;ATIVO;CÍVEL;;0;1;1;15
1;241606;RESCISÃO CONTRATUAL COM ATRASO;30/04/2018;ATIVO;CÍVEL;;0;1;1;15
1;241802;TRANSFERÊNCIA DE PROPRIEDADE;28/02/2019;ATIVO;CÍVEL;;0;1;1;7
1;241924;RESCISÃO CONTRATUAL SEM ATRASO;30/04/2018;ATIVO;CÍVEL;;0;1;1;15
1;241927;NEGATIVAÇÃO INDEVIDA;30/04/2022;ATIVO;CÍVEL;;0;1;1;5
1;241952;RESCISÃO CONTRATUAL COM ATRASO;31/10/2018;ATIVO;CÍVEL;;0;1;1;15
1;242127;RESCISÃO CONTRATUAL SEM ATRASO;31/07/2018;ATIVO;CÍVEL;;0;1;1;15
1;242291;RESCISÃO CONTRATUAL SEM ATRASO;30/09/2015;ATIVO;CÍVEL;;0;1;1;15
1;242340;RESCISÃO CONTRATUAL COM ATRASO;30/06/2017;ATIVO;CÍVEL;;0;1;1;15
1;242472;RESCISÃO CONTRATUAL SEM ATRASO;30/06/2017;ATIVO;CÍVEL;;0;1;1;15
1;242487;RESCISÃO CONTRATUAL COM ATRASO;30/11/2015;ATIVO;CÍVEL;;0;1;1;15
1;242511;RESCISÃO CONTRATUAL;30/04/2021;ATIVO;CÍVEL;;0;1;1;1
1;242536;RESCISÃO CONTRATUAL COM ATRASO;30/06/2014;ATIVO;CÍVEL;;0;1;1;15
1;242671;COBRANÇA INDEVIDA;30/06/2022;ATIVO;CÍVEL;;0;1;1;3
1;242732;VÍCIOS CONSTRUTIVOS;30/09/2020;ATIVO;CÍVEL;;0;1;2;9
1;242732;VÍCIOS CONSTRUTIVOS;30/11/2020;ATIVO;CÍVEL;;0;1;2;9
1;242973;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;243035;MULTA CONTRATUAL POR ATRASO;31/07/2017;ATIVO;CÍVEL;;0;1;1;15
1;243101;MULTA CONTRATUAL POR ATRASO;30/09/2018;ATIVO;CÍVEL;;0;1;1;15
1;243189;MULTA CONTRATUAL POR ATRASO;31/03/2017;ATIVO;CÍVEL;;0;1;1;15
1;243229;MULTA CONTRATUAL POR ATRASO;30/09/2020;ATIVO;CÍVEL;;0;1;1;15
1;243270;COBRANÇA INDEVIDA;31/05/2018;ATIVO;CÍVEL;;0;1;1;3
1;243531;RESCISÃO CONTRATUAL SEM ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;243586;RESCISÃO CONTRATUAL SEM ATRASO;31/10/2018;ATIVO;CÍVEL;;0;1;1;15
1;243622;RESTITUIÇÃO DO IPTU;31/01/2020;ATIVO;CÍVEL;;0;1;1;10
1;243653;RESCISÃO CONTRATUAL SEM ATRASO;28/02/2018;ATIVO;CÍVEL;;0;1;1;15
1;243671;RESTITUIÇÃO DO IPTU;29/02/2020;ATIVO;CÍVEL;;0;1;1;10
1;243689;RESCISÃO CONTRATUAL SEM ATRASO;31/07/2017;ATIVO;CÍVEL;;0;1;1;15
1;243762;RESCISÃO CONTRATUAL COM ATRASO;30/09/2016;ATIVO;CÍVEL;;0;1;1;15
1;243826;RESCISÃO CONTRATUAL COM ATRASO;30/06/2017;ATIVO;CÍVEL;;0;1;1;15
1;243837;MULTA CONTRATUAL POR ATRASO;31/07/2020;ATIVO;CÍVEL;;0;1;1;15
1;243860;RESCISÃO CONTRATUAL COM ATRASO;30/11/2018;ATIVO;CÍVEL;;0;1;1;15
1;243872;MULTA CONTRATUAL POR ATRASO;31/07/2020;ATIVO;CÍVEL;;0;1;2;15
1;243872;MULTA CONTRATUAL;31/07/2020;ATIVO;CÍVEL;;0;1;2;15
1;243897;MULTA CONTRATUAL;30/09/2020;ATIVO;CÍVEL;;0;1;1;15
1;243901;MULTA CONTRATUAL POR ATRASO;31/05/2022;ATIVO;CÍVEL;;0;1;1;15
1;243906;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;243911;MULTA CONTRATUAL POR ATRASO;31/05/2021;ATIVO;CÍVEL;;0;1;1;15
1;243929;RESCISÃO CONTRATUAL COM ATRASO;31/07/2018;ATIVO;CÍVEL;;0;1;1;15
1;243942;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;243946;MULTA CONTRATUAL POR ATRASO;31/07/2018;ATIVO;CÍVEL;;0;1;1;15
1;243950;RESCISÃO CONTRATUAL COM ATRASO;30/04/2019;ATIVO;CÍVEL;;0;1;1;15
1;243977;NEGATIVAÇÃO INDEVIDA;31/05/2022;ATIVO;CÍVEL;;0;1;1;5
1;244004;RESCISÃO CONTRATUAL COM ATRASO;30/06/2019;ATIVO;CÍVEL;;0;1;1;15
1;244037;RESTITUIÇÃO DE JUROS CONTRATUAIS;30/06/2015;ATIVO;CÍVEL;;0;1;1;12
1;244040;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244042;RESCISÃO CONTRATUAL SEM ATRASO;31/05/2018;ATIVO;CÍVEL;;0;1;1;15
1;244056;TRANSFERÊNCIA DE PROPRIEDADE;31/05/2017;ATIVO;CÍVEL;;0;1;2;7
1;244056;RESTITUIÇÃO DE COMISSÃO DE CORRETAGEM;31/01/2016;ATIVO;CÍVEL;;0;1;2;12
1;244073;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244084;OUTROS;30/11/2021;ATIVO;CÍVEL;;0;1;1;15
1;244098;MULTA CONTRATUAL;30/09/2020;ATIVO;CÍVEL;;0;1;1;15
1;244111;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244121;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244135;RESCISÃO CONTRATUAL COM ATRASO;31/10/2018;ATIVO;CÍVEL;;0;1;1;15
1;244151;RESCISÃO CONTRATUAL COM ATRASO;31/10/2018;ATIVO;CÍVEL;;0;1;1;15
1;244158;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244160;MULTA CONTRATUAL POR ATRASO;30/06/2020;ATIVO;CÍVEL;;0;1;1;15
1;244164;MULTA CONTRATUAL POR ATRASO;31/01/2020;ATIVO;CÍVEL;;0;1;1;15
1;244175;RESCISÃO CONTRATUAL COM ATRASO;31/03/2018;ATIVO;CÍVEL;;0;1;1;15
1;244208;MULTA CONTRATUAL POR ATRASO;30/11/2020;ATIVO;CÍVEL;;0;1;1;15
1;244210;RESCISÃO CONTRATUAL COM ATRASO;31/07/2017;ATIVO;CÍVEL;;0;1;1;15
1;244244;RESCISÃO - DISTRATO UNILATERAL;30/06/2022;ATIVO;CÍVEL;;0;1;2;15
1;244244;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;2;15
1;244249;RESCISÃO CONTRATUAL COM ATRASO;31/01/2016;ATIVO;CÍVEL;;0;1;1;15
1;244250;RESTITUIÇÃO DA TAXA ASSOCIATIVA;28/02/2019;ATIVO;CÍVEL;;0;1;1;12
1;244279;MULTA CONTRATUAL POR ATRASO;31/07/2020;ATIVO;CÍVEL;;0;1;3;15
1;244279;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;3;15
1;244279;MULTA CONTRATUAL;31/08/2020;ATIVO;CÍVEL;;0;1;3;15
1;244284;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244294;MULTA CONTRATUAL POR ATRASO;31/07/2020;ATIVO;CÍVEL;;0;1;1;15
1;244373;OUTROS;31/05/2022;ATIVO;CÍVEL;;0;1;1;15
1;244443;MULTA CONTRATUAL POR ATRASO;31/07/2020;ATIVO;CÍVEL;;0;1;1;15
1;244555;MULTA CONTRATUAL POR ATRASO;31/08/2020;ATIVO;CÍVEL;;0;1;1;15
1;244709;MULTA CONTRATUAL POR ATRASO;30/06/2020;ATIVO;CÍVEL;;0;1;1;15
1;244812;MULTA CONTRATUAL POR ATRASO;31/10/2019;ATIVO;CÍVEL;;0;1;1;15
1;244836;RESCISÃO CONTRATUAL;31/05/2019;ATIVO;CÍVEL;;0;1;1;1
1;244886;RESCISÃO CONTRATUAL SEM ATRASO;31/03/2020;ATIVO;CÍVEL;;0;1;2;15
1;244886;RESTITUIÇÃO DO IPTU;28/02/2018;ATIVO;CÍVEL;;0;1;2;10
1;245245;OUTROS;30/06/2022;ATIVO;CÍVEL;;0;1;1;15
1;245256;RESCISÃO CONTRATUAL COM ATRASO;31/08/2018;ATIVO;CÍVEL;;0;1;1;15
1;245257;MULTA CONTRATUAL POR ATRASO;30/09/2020;ATIVO;CÍVEL;;0;1;1;15
1;245332;COBRANÇA INDEVIDA;31/05/2018;ATIVO;CÍVEL;;0;1;1;3
1;245561;RESCISÃO CONTRATUAL SEM ATRASO;31/12/2018;ATIVO;CÍVEL;;0;1;1;15
1;245907;RESCISÃO CONTRATUAL COM ATRASO;28/02/2017;ATIVO;CÍVEL;;0;1;1;15
1;245919;RESCISÃO CONTRATUAL SEM ATRASO;30/11/2014;ATIVO;CÍVEL;;0;1;1;15
1;246077;NEGATIVAÇÃO INDEVIDA;31/05/2013;ATIVO;CÍVEL;;0;1;1;5
1;246134;RESTITUIÇÃO DE COMISSÃO DE CORRETAGEM;30/06/2015;ATIVO;CÍVEL;;0;1;1;12
1;246138;RESTITUIÇÃO DE COMISSÃO DE CORRETAGEM;31/10/2015;ATIVO;CÍVEL;;0;1;1;12
