Divisão;Unidade;Tipo de Lote
I030;AA01;CASA
I030;AA02;CASA
I030;AA03;CASA
I030;AA04;CASA
I030;AA05;CASA
I030;AA06;CASA
I030;AA07;CASA
I030;AA09;CASA
I030;AA10;CASA
I030;AA11;CASA
I030;AA12;CASA
I030;AA13;CASA
I030;I05;CASA
I030;Y01;CASA
I030;Y02;CASA
I030;Y03;CASA
I030;Y04;CASA
I030;Y05;CASA
I030;Y06;CASA
I030;Y07;CASA
I030;Y08;CASA
I030;Y09;CASA
I030;Y10;CASA
I030;Y11;CASA
I030;Y12;CASA
I030;Y13;CASA
I030;Z01;CASA
I030;Z02;CASA
I030;Z03;CASA
I030;Z04;CASA
I030;Z05;CASA
I030;Z06;CASA
I030;Z07;CASA
I030;Z08;CASA
I030;Z09;CASA
I030;Z10;CASA
I030;Z11;CASA
I030;Z12;CASA
I030;Z13;CASA
I030;Z14;CASA
I030;Z15;CASA
I030;Z16;CASA
I030;Z17;CASA
K01W;CS101;COMER
K01W;CS102;COMER
K01W;CS104;COMER
K01W;CS105;COMER
K01W;CS106;COMER
K01W;CS107;COMER
K01W;CS108;COMER
K01W;CS109;COMER
K01W;CS110;COMER
K01W;CS201;COMER
K01W;CS202;COMER
K01W;CS203;COMER
K01W;CS204;COMER
K01W;CS205;COMER
K01W;CS206;COMER
K01W;CS207;COMER
K01W;CS301;COMER
K01W;CS302;COMER
K01W;CS303;COMER
K01W;CS304;COMER
K01W;CS305;COMER
K01W;CS306;COMER
K01X;A202;RESID
K01X;A203;RESID
K01X;A204;RESID
K01X;A205;RESID
K01X;A301;RESID
K01X;A302;RESID
K01X;A303;RESID
K01X;A304;RESID
K01X;A305;RESID
K01X;A306;RESID
K01X;A307;RESID
K01X;A308;RESID
K01X;A309;RESID
K01X;A310;RESID
K01X;A401;RESID
K01X;A402;RESID
K01X;A403;RESID
K01X;A404;RESID
K01X;A405;RESID
K01X;A406;RESID
K01X;A407;RESID
K01X;A408;RESID
K01X;A409;RESID
K01X;A410;RESID
K01X;A411;RESID
K01X;A412;RESID
K01X;A413;RESID
K01X;A414;RESID
K01X;A415;RESID
K01X;A416;RESID
K01X;A417;RESID
K01X;A418;RESID
K01X;A419;RESID
K01X;A420;RESID
K01X;A421;RESID
K01X;A422;RESID
K01X;A423;RESID
K01X;A424;RESID
K01X;A425;RESID
K01X;A426;RESID
K01X;A427;RESID
K01X;A428;RESID
K01X;A429;RESID
K01X;A502;RESID
K01X;A503;RESID
K01X;B101;RESID
K01X;B102;RESID
K01X;B103;RESID
K01X;B104;RESID
K01X;B105;RESID
K01X;B106;RESID
K01X;B107;RESID
K01X;B108;RESID
K01X;B109;RESID
K01X;B110;RESID
K01X;B111;RESID
K01X;B112;RESID
K01X;B113;RESID
K01X;B114;RESID
K01X;B201;RESID
K01X;B202;RESID
K01X;B203;RESID
K01X;B204;RESID
K01X;B205;RESID
K01X;B301;RESID
K01X;B302;RESID
K01X;B303;RESID
K01X;B304;RESID
K01X;B305;RESID
K01X;B306;RESID
K01X;B307;RESID
K01X;B308;RESID
K01X;B309;RESID
K01X;B310;RESID
K01X;B311;RESID
K01X;B312;RESID
K01X;B401;RESID
K01X;B402;RESID
K01X;B403;RESID
K01X;B404;RESID
K01X;B405;RESID
K01X;B406;RESID
K01X;B407;RESID
K01X;B408;RESID
K01X;B409;RESID
K01X;B410;RESID
K01X;B411;RESID
K01X;B412;RESID
K01X;B413;RESID
K01X;B414;RESID
K01X;B501;RESID
K01X;B502;RESID
K01X;B503;RESID
K01X;B504;RESID
K01X;B505;RESID
K01X;B506;RESID
K01X;B507;RESID
K01X;B508;RESID
K01X;B509;RESID
K01X;B510;RESID
K01X;B511;RESID
K01X;C101;RESID
K01X;C102;RESID
K01X;C103;RESID
K01X;C104;RESID
K01X;C105;RESID
K01X;C106;RESID
K01X;C107;RESID
K01X;C108;RESID
K01X;C109;RESID
K01X;C110;RESID
K01X;C111;RESID
K01X;C112;RESID
K01X;C113;RESID
K01X;C114;RESID
K01X;C115;RESID
K01X;C116;RESID
K01X;C117;RESID
K01X;C118;RESID
K01X;C119;RESID
K01X;C201;RESID
K01X;C202;RESID
K01X;C203;RESID
K01X;C302;RESID
K01X;C303;RESID
K01X;C304;RESID
K01X;C305;RESID
K01X;C306;RESID
K01X;C307;RESID
K01X;C308;RESID
K01X;C309;RESID
K01X;C310;RESID
K01X;C311;RESID
K01X;C312;RESID
K01X;C313;RESID
K01X;C314;RESID
K01X;C401;RESID
K01X;C402;RESID
K01X;C403;RESID
K01X;C404;RESID
K01X;C405;RESID
K01X;C406;RESID
K01X;C407;RESID
K01X;C408;RESID
K01X;C409;RESID
K01X;C410;RESID
K01X;C411;RESID
K01X;C412;RESID
K01X;C413;RESID
K01X;C414;RESID
K01X;C415;RESID
K01X;C501;RESID
K01X;C502;RESID
K01X;C503;RESID
K01X;C504;RESID
K01X;C505;RESID
K01X;C506;RESID
K01X;C507;RESID
K01X;C508;RESID
K01X;C509;RESID
K01X;D101;RESID
K01X;D102;RESID
K01X;D103;RESID
K01X;D104;RESID
K01X;D105;RESID
K01X;D106;RESID
K01X;D201;RESID
K01X;D202;RESID
K01X;D301;RESID
K01X;D302;RESID
K01X;D303;RESID
K01X;D304;RESID
K01X;D305;RESID
K01X;D306;RESID
K01X;D307;RESID
K01X;D401;RESID
K01X;D402;RESID
K01X;D404;RESID
K01X;D405;RESID
K01X;D406;RESID
K01X;D407;RESID
K01X;D408;RESID
K01X;D409;RESID
K01X;D410;RESID
K01X;D411;RESID
K01X;D412;RESID
K01X;D413;RESID
K01X;D502;RESID
K01X;D503;RESID
K01X;D504;RESID
K01X;D505;RESID
K01X;D506;RESID
K01X;D507;RESID
K01X;E101;RESID
K01X;E102;RESID
K01X;E103;RESID
K01X;E104;RESID
K01X;E105;RESID
K01X;E106;RESID
K01X;E107;RESID
K01X;E108;RESID
K01X;E109;RESID
K01X;E110;RESID
K01X;E111;RESID
K01X;E112;RESID
K01X;E113;RESID
K01X;E114;RESID
K01X;E115;RESID
K01X;E116;RESID
K01X;E117;RESID
K01X;E118;RESID
K01X;E119;RESID
K01X;E120;RESID
K01X;E201;RESID
K01X;E202;RESID
K01X;E203;RESID
K01X;E301;RESID
K01X;E302;RESID
K01X;E303;RESID
K01X;E304;RESID
K01X;E305;RESID
K01X;E306;RESID
K01X;E307;RESID
K01X;E308;RESID
K01X;E309;RESID
K01X;E310;RESID
K01X;E311;RESID
K01X;E312;RESID
K01X;E313;RESID
K01X;E314;RESID
K01X;E315;RESID
K01X;E316;RESID
K01X;E317;RESID
K01X;E318;RESID
K01X;E319;RESID
K01X;E320;RESID
K01X;E321;RESID
K01X;E322;RESID
K01X;E323;RESID
K01X;E324;RESID
K01X;E401;RESID
K01X;E402;RESID
K01X;E403;RESID
K01X;E404;RESID
K01X;E405;RESID
K01X;E406;RESID
K01X;E407;RESID
K01X;E408;RESID
K01X;E409;RESID
K01X;E410;RESID
K01X;E501;RESID
K01X;E502;RESID
K01X;E503;RESID
K01X;E504;RESID
K01X;E505;RESID
K01X;E506;RESID
K01X;E507;RESID
K01X;E508;RESID
K01X;E509;RESID
K01X;E510;RESID
K01X;F102;RESID
K01X;F103;RESID
K01X;F104;RESID
K01X;F105;RESID
K01X;F106;RESID
K01X;F107;RESID
K01X;F108;RESID
K01X;F109;RESID
K01X;F110;RESID
K01X;F111;RESID
K01X;F112;RESID
K01X;F113;RESID
K01X;F114;RESID
K01X;F115;RESID
K01X;F301;RESID
K01X;F302;RESID
K01X;F303;RESID
K01X;F304;RESID
K01X;F305;RESID
K01X;F306;RESID
K01X;F307;RESID
K01X;F308;RESID
K01X;F309;RESID
K01X;F310;RESID
K01X;F311;RESID
K01X;F312;RESID
K01X;F313;RESID
K01X;F314;RESID
K01X;F315;RESID
K01X;F316;RESID
K01X;F317;RESID
K01X;F318;RESID
K01X;F319;RESID
K01X;F320;RESID
K01X;F401;RESID
K01X;F402;RESID
K01X;F403;RESID
K01X;F404;RESID
K01X;F405;RESID
K01X;F406;RESID
K01X;F407;RESID
K01X;F408;RESID
K01X;F409;RESID
K01X;F410;RESID
K01X;F411;RESID
K01X;F501;RESID
K01X;F502;RESID
K01X;F503;RESID
K01X;F504;RESID
K01X;F505;RESID
K01X;F506;RESID
K01X;F507;RESID
K01X;F508;RESID
K01X;F509;RESID
K01X;F510;RESID
K01X;F511;RESID
K01X;G101;RESID
K01X;G102;RESID
K01X;G103;RESID
K01X;G104;RESID
K01X;G105;RESID
K01X;G106;RESID
K01X;G107;RESID
K01X;G108;RESID
K01X;G109;RESID
K01X;G110;RESID
K01X;G111;RESID
K01X;G112;RESID
K01X;G113;RESID
K01X;G114;RESID
K01X;G115;RESID
K01X;G116;RESID
K01X;G117;RESID
K01X;G118;RESID
K01X;G119;RESID
K01X;G120;RESID
K01X;G121;RESID
K01X;G122;RESID
K01X;G123;RESID
K01X;G124;RESID
K01X;G125;RESID
K01X;G126;RESID
K01X;G127;RESID
K01X;G301;RESID
K01X;G302;RESID
K01X;G303;RESID
K01X;G304;RESID
K01X;G305;RESID
K01X;G306;RESID
K01X;G307;RESID
K01X;G308;RESID
K01X;G309;RESID
K01X;G310;RESID
K01X;G311;RESID
K01X;G312;RESID
K01X;G313;RESID
K01X;G314;RESID
K01X;G315;RESID
K01X;G316;RESID
K01X;G317;RESID
K01X;G318;RESID
K01X;G319;RESID
K01X;G320;RESID
K01X;G321;RESID
K01X;G322;RESID
K01X;G323;RESID
K01X;G401;RESID
K01X;G402;RESID
K01X;G403;RESID
K01X;G404;RESID
K01X;G405;RESID
K01X;G406;RESID
K01X;G407;RESID
K01X;G408;RESID
K01X;G409;RESID
K01X;G410;RESID
K01X;G411;RESID
K01X;G412;RESID
K01X;G413;RESID
K01X;G414;RESID
K01X;G415;RESID
K01X;G416;RESID
K01X;G417;RESID
K01X;G418;RESID
K01X;G419;RESID
K01X;G420;RESID
K01X;G421;RESID
K01X;G501;RESID
K01X;G502;RESID
K01X;G503;RESID
K01X;G504;RESID
K01X;G505;RESID
K01X;G506;RESID
K01X;G507;RESID
K01X;G508;RESID
K01X;G509;RESID
K01X;G510;RESID
K01X;H101;RESID
K01X;H102;RESID
K01X;H103;RESID
K01X;H104;RESID
K01X;H105;RESID
K01X;H106;RESID
K01X;H107;RESID
K01X;H108;RESID
K01X;H109;RESID
K01X;H110;RESID
K01X;H111;RESID
K01X;H112;RESID
K01X;H113;RESID
K01X;H401;RESID
K01X;H402;RESID
K01X;H403;RESID
K01X;H404;RESID
K01X;H405;RESID
K01X;H406;RESID
K01X;H407;RESID
K01X;H408;RESID
K01X;H409;RESID
K01X;H410;RESID
K01X;H411;RESID
K01X;H412;RESID
K01X;H413;RESID
K01X;H414;RESID
K01X;H415;RESID
K01X;H416;RESID
K01X;H417;RESID
K01X;H418;RESID
K01X;H419;RESID
K01X;H420;RESID
K01X;H421;RESID
K01X;H422;RESID
K01X;H423;RESID
K01X;H424;RESID
K01X;H425;RESID
K01X;H426;RESID
K01X;H427;RESID
K01X;H428;RESID
K01X;H429;RESID
K01X;H430;RESID
K01X;H501;RESID
K01X;H502;RESID
K01X;H503;RESID
K01X;H504;RESID
K01X;H505;RESID
K01X;H506;RESID
K01X;H507;RESID
K01X;H508;RESID
K01X;H509;RESID
K01X;H510;RESID
K01X;H511;RESID
K01X;H512;RESID
K01X;H513;RESID
K01X;H514;RESID
K01X;H515;RESID
K01X;H516;RESID
K01X;H517;RESID
K01X;H518;RESID
K01X;H519;RESID
K01X;H520;RESID
K01X;H521;RESID
K01X;H522;RESID
K01X;H523;RESID
K01X;H524;RESID
K01X;H525;RESID
K01X;H526;RESID
K01X;H527;RESID
K01X;H528;RESID
K01X;H529;RESID
K01X;H530;RESID
K01X;H531;RESID
K01X;H532;RESID
K01X;H533;RESID
K01X;H534;RESID
K01X;H535;RESID
K01X;H536;RESID
K01X;I101;RESID
K01X;I102;RESID
K01X;I103;RESID
K01X;I104;RESID
K01X;I105;RESID
K01X;I106;RESID
K01X;I107;RESID
K01X;I108;RESID
K01X;I109;RESID
K01X;I110;RESID
K01X;I111;RESID
K01X;I112;RESID
K01X;I113;RESID
K01X;I114;RESID
K01X;I115;RESID
K01X;I116;RESID
K01X;I117;RESID
K01X;I118;RESID
K01X;I119;RESID
K01X;I120;RESID
K01X;I121;RESID
K01X;I122;RESID
K01X;I123;RESID
K01X;I124;RESID
K01X;I125;RESID
K01X;I401;RESID
K01X;I402;RESID
K01X;I403;RESID
K01X;I404;RESID
K01X;I405;RESID
K01X;I406;RESID
K01X;I407;RESID
K01X;I408;RESID
K01X;I409;RESID
K01X;I410;RESID
K01X;I411;RESID
K01X;I412;RESID
K01X;I413;RESID
K01X;I414;RESID
K01X;I415;RESID
K01X;J401;RESID
K01X;J402;RESID
K01X;J403;RESID
K01X;J404;RESID
K01X;J405;RESID
K01X;J406;RESID
K01X;J407;RESID
K01X;J408;RESID
K01X;J409;RESID
K01X;J410;RESID
K01X;J411;RESID
K02L;1014;RESID
K02L;1028;RESID
K02L;1129;RESID
K02L;1171;RESID
K02L;1203;RESID
K02L;1223;RESID
K02L;1508;RESID
K02L;1512;RESID
K02L;230;RESID
K02L;305;RESID
K02L;315;RESID
K02L;342;RESID
K02L;412;RESID
K02L;419;RESID
K02L;602;RESID
K02L;621;RESID
K02L;631;RESID
K02L;815;RESID
K02L;909;RESID
K02L;918;RESID
K02L;937;RESID
K02W;A01;COMER
K02W;A02;COMER
K02W;A03;COMER
K02W;A04;COMER
K02W;B01;COMER
K02W;B02;COMER
K02W;B03;COMER
K02W;B04;COMER
K02W;B05;COMER
K02W;B06;COMER
K02W;B07;COMER
K02W;B08;COMER
K02W;B09;COMER
K02W;B10;COMER
K02W;B11;COMER
K02W;B12;COMER
K02W;B13;COMER
K02W;C01;COMER
K02W;C02;COMER
K02W;C03;COMER
K02W;C04;COMER
K02W;C05;COMER
K02W;C06;COMER
K02W;C07;COMER
K02W;C08;COMER
K02W;C09;COMER
K02W;C10;COMER
K02W;C11;COMER
K02W;C12;COMER
K02W;C13;COMER
K02W;C14;COMER
K02W;C15;COMER
K02W;C16;COMER
K02W;C17;COMER
K02W;C18;COMER
K02W;C19;COMER
K02W;C20;COMER
K02W;C21;COMER
K02W;C22;COMER
K02W;C23;COMER
K02W;C24;COMER
K02W;C25;COMER
K02W;C26;COMER
K02W;C27;COMER
K02W;C28;COMER
K02W;D01;COMER
K02W;D02;COMER
K02W;D03;COMER
K02W;D04;COMER
K02W;D05;COMER
K02W;D06;COMER
K02W;D07;COMER
K02W;D08;COMER
K02W;D09;COMER
K02W;D10;COMER
K02W;D11;COMER
K02W;D12;COMER
K02W;D13;COMER
K02W;D14;COMER
K02W;D15;COMER
K02W;F01;COMER
K02W;F02;COMER
K02W;F03;COMER
K02W;F04;COMER
K02W;F05;COMER
K02W;F06;COMER
K02W;F07;COMER
K02W;F08;COMER
K02W;F09;COMER
K02W;F10;COMER
K02W;F11;COMER
K02W;F12;COMER
K02X;Q0101;RESID
K02X;Q0102;RESID
K02X;Q0103;RESID
K02X;Q0104;RESID
K02X;Q0105;RESID
K02X;Q0201;RESID
K02X;Q0202;RESID
K02X;Q0203;RESID
K02X;Q0204;RESID
K02X;Q0205;RESID
K02X;Q0206;RESID
K02X;Q0207;RESID
K02X;Q0208;RESID
K02X;Q0209;RESID
K02X;Q0210;RESID
K02X;Q0211;RESID
K02X;Q0212;RESID
K02X;Q0213;RESID
K02X;Q0214;RESID
K02X;Q0215;RESID
K02X;Q0216;RESID
K02X;Q0217;RESID
K02X;Q0218;RESID
K02X;Q0219;RESID
K02X;Q0220;RESID
K02X;Q0221;RESID
K02X;Q0222;RESID
K02X;Q0223;RESID
K02X;Q0224;RESID
K02X;Q0225;RESID
K02X;Q0226;RESID
K02X;Q0227;RESID
K02X;Q0228;RESID
K02X;Q0229;RESID
K02X;Q0230;RESID
K02X;Q0231;RESID
K02X;Q0232;RESID
K02X;Q0233;RESID
K02X;Q0234;RESID
K02X;Q0235;RESID
K02X;Q0236;RESID
K02X;Q0237;RESID
K02X;Q0238;RESID
K02X;Q0239;RESID
K02X;Q0240;RESID
K02X;Q0241;RESID
K02X;Q0242;RESID
K02X;Q0243;RESID
K02X;Q0244;RESID
K02X;Q0245;RESID
K02X;Q0246;RESID
K02X;Q0247;RESID
K02X;Q0248;RESID
K02X;Q0249;RESID
K02X;Q0250;RESID
K02X;Q0251;RESID
K02X;Q0252;RESID
K02X;Q0301;RESID
K02X;Q0302;RESID
K02X;Q0303;RESID
K02X;Q0304;RESID
K02X;Q0305;RESID
K02X;Q0306;RESID
K02X;Q0307;RESID
K02X;Q0308;RESID
K02X;Q0309;RESID
K02X;Q0310;RESID
K02X;Q0311;RESID
K02X;Q0312;RESID
K02X;Q0313;RESID
K02X;Q0314;RESID
K02X;Q0315;RESID
K02X;Q0316;RESID
K02X;Q0317;RESID
K02X;Q0318;RESID
K02X;Q0319;RESID
K02X;Q0320;RESID
K02X;Q0321;RESID
K02X;Q0322;RESID
K02X;Q0323;RESID
K02X;Q0324;RESID
K02X;Q0325;RESID
K02X;Q0326;RESID
K02X;Q0327;RESID
K02X;Q0328;RESID
K02X;Q0329;RESID
K02X;Q0330;RESID
K02X;Q0331;RESID
K02X;Q0332;RESID
K02X;Q0333;RESID
K02X;Q0334;RESID
K02X;Q0335;RESID
K02X;Q0336;RESID
K02X;Q0337;RESID
K02X;Q0338;RESID
K02X;Q0339;RESID
K02X;Q0340;RESID
K02X;Q0341;RESID
K02X;Q0342;RESID
K02X;Q0343;RESID
K02X;Q0344;RESID
K02X;Q0345;RESID
K02X;Q0346;RESID
K02X;Q0401;RESID
K02X;Q0402;RESID
K02X;Q0403;RESID
K02X;Q0404;RESID
K02X;Q0405;RESID
K02X;Q0406;RESID
K02X;Q0407;RESID
K02X;Q0408;RESID
K02X;Q0409;RESID
K02X;Q0410;RESID
K02X;Q0411;RESID
K02X;Q0412;RESID
K02X;Q0413;RESID
K02X;Q0414;RESID
K02X;Q0415;RESID
K02X;Q0416;RESID
K02X;Q0417;RESID
K02X;Q0418;RESID
K02X;Q0419;RESID
K02X;Q0420;RESID
K02X;Q0421;RESID
K02X;Q0422;RESID
K02X;Q0423;RESID
K02X;Q0424;RESID
K02X;Q0425;RESID
K02X;Q0426;RESID
K02X;Q0501;RESID
K02X;Q0502;RESID
K02X;Q0503;RESID
K02X;Q0504;RESID
K02X;Q0505;RESID
K02X;Q0506;RESID
K02X;Q0507;RESID
K02X;Q0508;RESID
K02X;Q0509;RESID
K02X;Q0510;RESID
K02X;Q0511;RESID
K02X;Q0512;RESID
K02X;Q0513;RESID
K02X;Q0514;RESID
K02X;Q0515;RESID
K02X;Q0516;RESID
K02X;Q0517;RESID
K02X;Q0518;RESID
K02X;Q0519;RESID
K02X;Q0520;RESID
K02X;Q0521;RESID
K02X;Q0601;RESID
K02X;Q0602;RESID
K02X;Q0603;RESID
K02X;Q0604;RESID
K02X;Q0605;RESID
K02X;Q0606;RESID
K02X;Q0607;RESID
K02X;Q0608;RESID
K02X;Q0609;RESID
K02X;Q0610;RESID
K02X;Q0611;RESID
K02X;Q0612;RESID
K02X;Q0613;RESID
K02X;Q0614;RESID
K02X;Q0615;RESID
K02X;Q0616;RESID
K02X;Q0617;RESID
K02X;Q0618;RESID
K02X;Q0619;RESID
K02X;Q0620;RESID
K02X;Q0621;RESID
K02X;Q0622;RESID
K02X;Q0623;RESID
K02X;Q0624;RESID
K02X;Q0625;RESID
K02X;Q0626;RESID
K02X;Q0627;RESID
K02X;Q0628;RESID
K02X;Q0629;RESID
K02X;Q0630;RESID
K02X;Q0631;RESID
K02X;Q0632;RESID
K02X;Q0633;RESID
K02X;Q0634;RESID
K02X;Q0635;RESID
K02X;Q0636;RESID
K02X;Q0637;RESID
K02X;Q0638;RESID
K02X;Q0639;RESID
K02X;Q0640;RESID
K02X;Q0641;RESID
K02X;Q0642;RESID
K02X;Q0643;RESID
K02X;Q0644;RESID
K02X;Q0645;RESID
K02X;Q0646;RESID
K02X;Q0647;RESID
K02X;Q0648;RESID
K02X;Q0649;RESID
K02X;Q0650;RESID
K02X;Q0651;RESID
K02X;Q0652;RESID
K02X;Q0653;RESID
K02X;Q0654;RESID
K02X;Q0655;RESID
K02X;Q0656;RESID
K02X;Q0657;RESID
K02X;Q0658;RESID
K02X;Q0659;RESID
K02X;Q0660;RESID
K02X;Q0661;RESID
K02X;Q0662;RESID
K02X;Q0663;RESID
K02X;Q0664;RESID
K02X;Q0701;RESID
K02X;Q0702;RESID
K02X;Q0703;RESID
K02X;Q0704;RESID
K02X;Q0705;RESID
K02X;Q0706;RESID
K02X;Q0707;RESID
K02X;Q0708;RESID
K02X;Q0709;RESID
K02X;Q0710;RESID
K02X;Q0711;RESID
K02X;Q0712;RESID
K02X;Q0801;RESID
K02X;Q0802;RESID
K02X;Q0803;RESID
K02X;Q0804;RESID
K02X;Q0805;RESID
K02X;Q0806;RESID
K02X;Q0807;RESID
K02X;Q0808;RESID
K02X;Q0809;RESID
K02X;Q0810;RESID
K02X;Q0811;RESID
K02X;Q0812;RESID
K02X;Q0813;RESID
K02X;Q0814;RESID
K02X;Q0815;RESID
K02X;Q0816;RESID
K02X;Q0817;RESID
K02X;Q0818;RESID
K02X;Q0819;RESID
K02X;Q0820;RESID
K02X;Q0821;RESID
K02X;Q0822;RESID
K02X;Q0823;RESID
K02X;Q0824;RESID
K02X;Q0825;RESID
K02X;Q0826;RESID
K02X;Q0827;RESID
K02X;Q0901;RESID
K02X;Q0902;RESID
K02X;Q0903;RESID
K02X;Q0904;RESID
K02X;Q0905;RESID
K02X;Q0906;RESID
K02X;Q0907;RESID
K02X;Q0908;RESID
K02X;Q0909;RESID
K02X;Q0910;RESID
K02X;Q0911;RESID
K02X;Q0912;RESID
K02X;Q0913;RESID
K02X;Q0914;RESID
K02X;Q0915;RESID
K02X;Q0916;RESID
K02X;Q0917;RESID
K02X;Q0918;RESID
K02X;Q0919;RESID
K02X;Q0920;RESID
K02X;Q0921;RESID
K02X;Q0922;RESID
K02X;Q0923;RESID
K02X;Q0924;RESID
K02X;Q0925;RESID
K02X;Q0926;RESID
K02X;Q0927;RESID
K02X;Q0928;RESID
K02X;Q0929;RESID
K02X;Q0930;RESID
K02X;Q0931;RESID
K02X;Q0932;RESID
K02X;Q0933;RESID
K02X;Q0934;RESID
K02X;Q0935;RESID
K02X;Q0936;RESID
K02X;Q0937;RESID
K02X;Q0938;RESID
K02X;Q0939;RESID
K02X;Q0940;RESID
K02X;Q0941;RESID
K02X;Q0942;RESID
K02X;Q0943;RESID
K02X;Q0944;RESID
K02X;Q0945;RESID
K02X;Q0946;RESID
K02X;Q1001;RESID
K02X;Q1002;RESID
K02X;Q1003;RESID
K02X;Q1004;RESID
K02X;Q1005;RESID
K02X;Q1006;RESID
K02X;Q1007;RESID
K02X;Q1008;RESID
K02X;Q1009;RESID
K02X;Q1010;RESID
K02X;Q1011;RESID
K02X;Q1012;RESID
K02X;Q1013;RESID
K02X;Q1014;RESID
K02X;Q1015;RESID
K02X;Q1016;RESID
K02X;Q1017;RESID
K02X;Q1018;RESID
K02X;Q1019;RESID
K02X;Q1020;RESID
K02X;Q1021;RESID
K02X;Q1022;RESID
K02X;Q1023;RESID
K02X;Q1024;RESID
K02X;Q1025;RESID
K02X;Q1026;RESID
K02X;Q1027;RESID
K02X;Q1028;RESID
K02X;Q1029;RESID
K02X;Q1030;RESID
K02X;Q1031;RESID
K02X;Q1032;RESID
K02X;Q1033;RESID
K02X;Q1034;RESID
K02X;Q1035;RESID
K02X;Q1101;RESID
K02X;Q1102;RESID
K02X;Q1103;RESID
K02X;Q1104;RESID
K02X;Q1105;RESID
K02X;Q1106;RESID
K02X;Q1107;RESID
K02X;Q1108;RESID
K02X;Q1109;RESID
K02X;Q1110;RESID
K02X;Q1111;RESID
K02X;Q1112;RESID
K02X;Q1113;RESID
K02X;Q1114;RESID
K02X;Q1115;RESID
K02X;Q1116;RESID
K02X;Q1117;RESID
K02X;Q1118;RESID
K02X;Q1119;RESID
K02X;Q1120;RESID
K02X;Q1121;RESID
K02X;Q1122;RESID
K02X;Q1123;RESID
K02X;Q1124;RESID
K02X;Q1125;RESID
K02X;Q1126;RESID
K02X;Q1127;RESID
K02X;Q1128;RESID
K02X;Q1129;RESID
K02X;Q1130;RESID
K02X;Q1131;RESID
K02X;Q1132;RESID
K02X;Q1133;RESID
K02X;Q1134;RESID
K02X;Q1135;RESID
K02X;Q1136;RESID
K02X;Q1137;RESID
K02X;Q1138;RESID
K02X;Q1139;RESID
K02X;Q1140;RESID
K02X;Q1141;RESID
K02X;Q1142;RESID
K02X;Q1143;RESID
K02X;Q1144;RESID
K02X;Q1145;RESID
K02X;Q1146;RESID
K02X;Q1147;RESID
K02X;Q1148;RESID
K02X;Q1149;RESID
K02X;Q1150;RESID
K02X;Q1151;RESID
K02X;Q1152;RESID
K02X;Q1153;RESID
K02X;Q1154;RESID
K02X;Q1155;RESID
K02X;Q1156;RESID
K02X;Q1157;RESID
K02X;Q1158;RESID
K02X;Q1159;RESID
K02X;Q1160;RESID
K02X;Q1161;RESID
K02X;Q1162;RESID
K02X;Q1163;RESID
K02X;Q1164;RESID
K02X;Q1165;RESID
K02X;Q1166;RESID
K02X;Q1167;RESID
K02X;Q1168;RESID
K02X;Q1169;RESID
K02X;Q1170;RESID
K02X;Q1171;RESID
K02X;Q1172;RESID
K02X;Q1173;RESID
K02X;Q1201;RESID
K02X;Q1202;RESID
K02X;Q1203;RESID
K02X;Q1204;RESID
K02X;Q1205;RESID
K02X;Q1206;RESID
K02X;Q1207;RESID
K02X;Q1208;RESID
K02X;Q1209;RESID
K02X;Q1210;RESID
K02X;Q1211;RESID
K02X;Q1212;RESID
K02X;Q1213;RESID
K02X;Q1214;RESID
K02X;Q1215;RESID
K02X;Q1216;RESID
K02X;Q1217;RESID
K02X;Q1218;RESID
K02X;Q1219;RESID
K02X;Q1220;RESID
K02X;Q1221;RESID
K02X;Q1222;RESID
K02X;Q1223;RESID
K02X;Q1224;RESID
K02X;Q1225;RESID
K02X;Q1226;RESID
K02X;Q1227;RESID
K02X;Q1228;RESID
K02X;Q1229;RESID
K02X;Q1230;RESID
K02X;Q1231;RESID
K02X;Q1232;RESID
K02X;Q1233;RESID
K02X;Q1234;RESID
K02X;Q1301;RESID
K02X;Q1302;RESID
K02X;Q1303;RESID
K02X;Q1304;RESID
K02X;Q1305;RESID
K02X;Q1306;RESID
K02X;Q1307;RESID
K02X;Q1308;RESID
K02X;Q1309;RESID
K02X;Q1310;RESID
K02X;Q1311;RESID
K02X;Q1312;RESID
K02X;Q1313;RESID
K02X;Q1314;RESID
K02X;Q1315;RESID
K02X;Q1316;RESID
K02X;Q1317;RESID
K02X;Q1318;RESID
K02X;Q1319;RESID
K02X;Q1320;RESID
K02X;Q1321;RESID
K02X;Q1322;RESID
K02X;Q1323;RESID
K02X;Q1324;RESID
K02X;Q1325;RESID
K02X;Q1326;RESID
K02X;Q1327;RESID
K02X;Q1328;RESID
K02X;Q1329;RESID
K02X;Q1330;RESID
K02X;Q1331;RESID
K02X;Q1332;RESID
K02X;Q1333;RESID
K02X;Q1334;RESID
K02X;Q1335;RESID
K02X;Q1336;RESID
K02X;Q1337;RESID
K02X;Q1338;RESID
K02X;Q1339;RESID
K02X;Q1340;RESID
K02X;Q1401;RESID
K02X;Q1402;RESID
K02X;Q1403;RESID
K02X;Q1404;RESID
K02X;Q1405;RESID
K02X;Q1406;RESID
K02X;Q1407;RESID
K02X;Q1501;RESID
K02X;Q1502;RESID
K02X;Q1503;RESID
K02X;Q1504;RESID
K02X;Q1505;RESID
K02X;Q1506;RESID
K02X;Q1507;RESID
