Divisão;Unidade;Código Cliente;Projeto Financeiro;Securitizadora; % AUSA ; % Parceiro ;% Sócio;Mês base;Banco Emissor
KN06;N505;347941;165798;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;O512;349779;166996;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;P507;354540;170446;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;P512;347969;165815;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;P513;353044;169292;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;P516;350549;167419;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;R513;352960;169084;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;Y515;354283;170917;FIDC;58,71;41,29;0;01/04/2024;Bradesco
K02X;Q0102;242556;81654;FIDC;50;50;0;01/04/2024;Bradesco
K02X;Q0664;353324;169371;FIDC;50;50;0;01/04/2024;Bradesco
K02X;Q0933;248151;86076;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q0210;62791;112237;FIDC;50;50;0;01/04/2024;Bradesco
K02X;Q1202;270453;104632;FIDC;50;50;0;01/04/2024;Bradesco
K02X;Q1304;45763;RI650712;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q0204;234107;82515;FIDC;50;50;0;01/04/2024;Bradesco
K02X;Q0513;357648;70220;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q1326;230848;73047;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q0621;260877;96428;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q0418;260877;96238;FIDC;100;0;0;01/04/2024;Bradesco
K02X;Q1140;67789;73048;FIDC;100;0;0;01/04/2024;Bradesco
K12X;1D07;349065;166565;FIDC;65;35;0;01/04/2024;Bradesco
K12X;1X03;50474;170055;FIDC;65;35;0;01/04/2024;Bradesco
K12X;2V01;347145;165216;FIDC;65;35;0;01/04/2024;Bradesco
K12X;2W07;346630;164713;FIDC;65;35;0;01/04/2024;Bradesco
K232;Q009;358214;172251;FIDC;64,5;35,5;0;01/04/2024;Bradesco
K272;C06;345060;163564;FIDC;73,5;26,5;0;01/04/2024;Bradesco
K272;D11;350995;167668;FIDC;73,5;26,5;0;01/04/2024;Bradesco
K272;O02;351363;167844;FIDC;73,5;26,5;0;01/04/2024;Bradesco
K272;S16;348630;166270;FIDC;73,5;26,5;0;01/04/2024;Bradesco
K272;X18;332412;153171;FIDC;73,5;26,5;0;01/04/2024;Bradesco
K33X;A109;339120;158635;FIDC;100;0;0;01/04/2024;Bradesco
K33X;CC111;406318;167822;FIDC;100;0;0;01/04/2024;Bradesco
K59X;A225;344561;163200;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K59X;A207;351018;167680;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K59X;J214;349724;166949;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K59X;K234;350182;167222;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K59X;H206;347884;165759;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K59X;I218;358031;172149;FIDC;62,5;37,5;0;01/04/2024;Bradesco
K60X;B207;246001;84509;FIDC;64;36;0;01/04/2024;Bradesco
K60X;B208;246001;84512;FIDC;64;36;0;01/04/2024;Bradesco
K60X;U203;319551;25035;FIDC;100;0;0;01/04/2024;Bradesco
K672;U13;252379;89585;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;C18;352780;168975;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;Q04;351315;167828;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;R10;333146;89931;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;V18;351193;167753;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;T23;331120;160632;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;V28;254387;100356;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;K01;253090;90333;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;N06;252310;89524;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;Q14;253117;90361;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;W18;330754;160776;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;T30;331104;162975;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;X23;361110;163161;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K672;T07;358137;172201;FIDC;73,8;26,2;0;01/04/2024;Bradesco
K73X;AC02;283589;113383;FIDC;100;0;0;01/04/2024;Bradesco
K73X;E13;348506;166182;FIDC;100;0;0;01/04/2024;Bradesco
K73X;F26;353081;169209;FIDC;100;0;0;01/04/2024;Bradesco
K73X;J11;255912;169291;FIDC;100;0;0;01/04/2024;Bradesco
K73X;X09;349284;166678;FIDC;100;0;0;01/04/2024;Bradesco
K73X;K13;348506;166181;FIDC;100;0;0;01/04/2024;Bradesco
K73X;K07;348549;166217;FIDC;100;0;0;01/04/2024;Bradesco
K73X;U05;344926;163471;FIDC;100;0;0;01/04/2024;Bradesco
K73X;AC22;352767;168964;FIDC;100;0;0;01/04/2024;Bradesco
K862;H10;356870;171197;FIDC;58;42;0;01/04/2024;Bradesco
K862;O24;277075;108649;FIDC;100;0;0;01/04/2024;Bradesco
K97X;Q1310;391877;167481;FIDC;64,8;35,2;0;01/04/2024;Bradesco
K98X;F206;182513;37578;FIDC;100;0;0;01/04/2024;Bradesco
KB82;G418;345433;163849;FIDC;100;0;0;01/04/2024;Bradesco
KB82;H435;297824;124412;FIDC;100;0;0;01/04/2024;Bradesco
KB82;K419;352787;169091;FIDC;100;0;0;01/04/2024;Bradesco
KB82;M412;299624;126021;FIDC;100;0;0;01/04/2024;Bradesco
KB82;M406;298424;124827;FIDC;100;0;0;01/04/2024;Bradesco
KB82;N407;343246;162029;FIDC;100;0;0;01/04/2024;Bradesco
KB82;O416;339108;158615;FIDC;100;0;0;01/04/2024;Bradesco
KB82;O424;337843;157637;FIDC;100;0;0;01/04/2024;Bradesco
KB82;P403;316848;140298;FIDC;100;0;0;01/04/2024;Bradesco
KB82;B444;339044;158547;FIDC;100;0;0;01/04/2024;Bradesco
KB82;D428;352808;169041;FIDC;100;0;0;01/04/2024;Bradesco
KB82;F426;226246;129243;FIDC;100;0;0;01/04/2024;Bradesco
KB82;K403;355167;170476;FIDC;100;0;0;01/04/2024;Bradesco
KB82;L413;348935;166470;FIDC;100;0;0;01/04/2024;Bradesco
KB82;L421;431828;157622;FIDC;100;0;0;01/04/2024;Bradesco
KB82;L424;352787;169079;FIDC;100;0;0;01/04/2024;Bradesco
KB82;L407;348261;166028;FIDC;100;0;0;01/04/2024;Bradesco
KB82;N410;405890;170388;FIDC;100;0;0;01/04/2024;Bradesco
KB82;N419;350338;167262;FIDC;100;0;0;01/04/2024;Bradesco
KB82;B442;358179;172236;FIDC;100;0;0;01/04/2024;Bradesco
KB82;K409;350035;157625;FIDC;100;0;0;01/04/2024;Bradesco
KB82;F417;406242;167863;FIDC;100;0;0;01/04/2024;Bradesco
KB82;O411;352076;168170;FIDC;100;0;0;01/04/2024;Bradesco
KB82;E404;358762;172568;FIDC;100;0;0;01/04/2024;Bradesco
KB82;G424;352640;168941;FIDC;100;0;0;01/04/2024;Bradesco
KD26;A202;351726;168136;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;E231;353151;169219;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;M216;298870;125190;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;N222;351116;167883;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;P207;423034;170641;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;Q224;352356;168728;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;S216;299938;126152;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;E203;350821;167637;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;L217;299103;126328;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;X202;298847;125168;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;BA211;300118;126325;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;F203;299851;126086;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;F221;359533;173063;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;N223;359997;173159;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;T224;299755;126360;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;Z216;360295;173397;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KD26;N208;424106;126117;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KF02;D320;49378;142028;FIDC;64;36;0;01/04/2024;Bradesco
KF02;I306;322224;144729;FIDC;64;36;0;01/04/2024;Bradesco
KF02;B305;318759;141834;FIDC;64;36;0;01/04/2024;Bradesco
KF02;D319;49378;142026;FIDC;64;36;0;01/04/2024;Bradesco
KF02;D303;318797;141870;FIDC;64;36;0;01/04/2024;Bradesco
KF02;E303;45756;141859;FIDC;64;36;0;01/04/2024;Bradesco
KF02;E304;45756;141867;FIDC;64;36;0;01/04/2024;Bradesco
KF02;E305;45756;141869;FIDC;64;36;0;01/04/2024;Bradesco
KF02;G311;345866;164188;FIDC;64;36;0;01/04/2024;Bradesco
KF86;I307;354960;170304;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KF86;Z332;308971;133684;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KF86;CA314;357326;171406;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KF86;NA310;334544;154995;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;L513;344468;163130;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;L515;344468;163132;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;L514;344468;163131;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;D517;425942;162919;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;W504;357005;171192;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;W505;357005;171191;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;U516;351161;167809;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;AA503;357189;171350;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;P504;358062;172153;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;H514;344482;163288;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;T505;352050;172592;FIDC;58,71;41,29;0;01/04/2024;Bradesco
KN06;M507;407383;169903;FIDC;58,71;41,29;0;01/04/2024;Bradesco
L01X;3P06;347789;165689;FIDC;65;35;0;01/04/2024;Bradesco
L01X;3R09;347225;165313;FIDC;65;35;0;01/04/2024;Bradesco
L05X;AZ01;173955;31556;FIDC;79;21;0;01/04/2024;Bradesco
L242;C01;352946;169067;FIDC;87,5;12,5;0;01/04/2024;Bradesco
L242;P13;344734;163326;FIDC;87,5;12,5;0;01/04/2024;Bradesco
L242;P12;321942;144476;FIDC;87,5;12,5;0;01/04/2024;Bradesco
L242;P06;299011;83609;FIDC;87,5;12,5;0;01/04/2024;Bradesco
L242;Q15;346420;164578;FIDC;87,5;12,5;0;01/04/2024;Bradesco
L32X;B720;348857;166424;FIDC;100;0;0;01/04/2024;Bradesco
L32X;B1119;348929;166466;FIDC;100;0;0;01/04/2024;Bradesco
L32X;B310;348835;166408;FIDC;100;0;0;01/04/2024;Bradesco
L32X;B925;350883;168969;FIDC;100;0;0;01/04/2024;Bradesco
L32X;C101;350398;167854;FIDC;100;0;0;01/04/2024;Bradesco
L32X;C104;355552;170600;FIDC;100;0;0;01/04/2024;Bradesco
L33X;4B06;319239;142241;FIDC;100;0;0;01/04/2024;Bradesco
L33X;4G10;355940;170710;FIDC;100;0;0;01/04/2024;Bradesco
L33X;4G12;348847;166418;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4G15;431766;166615;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4H02;347675;165988;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4H04;349014;166631;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4J06;347459;165462;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4M08;347367;165402;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q501;348819;166398;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q512;348819;166397;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q609;350776;167588;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q610;350776;167589;FIDC;65;35;0;01/04/2024;Bradesco
L33X;4H11;347633;165583;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q510;347255;165297;FIDC;65;35;0;01/04/2024;Bradesco
L33X;Q1107;354918;170903;FIDC;100;0;0;01/04/2024;Bradesco
L33X;Q511;361327;166130;FIDC;65;35;0;01/04/2024;Bradesco
L36X;X03;311321;135601;FIDC;100;0;0;01/04/2024;Bradesco
L36X;M24;357090;171275;FIDC;100;0;0;01/04/2024;Bradesco
L36X;X12;357267;171509;FIDC;100;0;0;01/04/2024;Bradesco
L36X;P21;346334;164524;FIDC;100;0;0;01/04/2024;Bradesco
L36X;Y01;280155;81685;FIDC;100;0;0;01/04/2024;Bradesco
L36X;A14;358864;172701;FIDC;100;0;0;01/04/2024;Bradesco
L36X;S03;359067;172673;FIDC;100;0;0;01/04/2024;Bradesco
L36X;Y13;357871;172214;FIDC;100;0;0;01/04/2024;Bradesco
L412;A07;279908;110882;FIDC;100;0;0;01/04/2024;Bradesco
L42X;160271;347839;165727;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;160292;62990;165852;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;250169;390076;163182;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;330289;354389;169964;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;420421;346073;164327;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;440274;352866;169036;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;480271;346679;164781;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;480312;346177;164402;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;530393;355012;170379;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;540116;347597;165545;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;540047;406883;164908;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;630026;346880;165036;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;630070;346932;165071;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;630085;413887;169950;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;640059;346946;165080;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;560226;356639;165032;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;580034;346792;164974;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;600046;346800;164979;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;220041;62783;170081;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;370012;424262;172124;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;460475;354392;169946;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;330409;305561;130861;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;460040;358683;172559;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;500309;346758;164954;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;600152;354223;169910;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L42X;390054;316974;140401;FIDC;75,8;24,2;0;01/04/2024;Bradesco
L592;NB06;328432;164522;FIDC;76;24;0;01/04/2024;Bradesco
L592;UB10;328862;150147;FIDC;76;24;0;01/04/2024;Bradesco
L73X;121212;265818;100229;FIDC;73,5;26,5;0;01/04/2024;Bradesco
L84X;A1408;289019;127630;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A1215;205002;53838;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A216;354248;169877;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A317;348177;127617;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A601;351512;168100;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A602;351512;168099;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A410;350328;167260;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A619;355476;170663;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A1112;348167;127620;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A1402;348928;166465;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A832;354821;170271;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A116;358926;172651;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A210;359057;172730;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A203;359141;172766;FIDC;100;0;0;01/04/2024;Bradesco
L84X;A405;360142;173251;FIDC;100;0;0;01/04/2024;Bradesco
L902;A17;256424;92689;FIDC;72;28;0;01/04/2024;Bradesco
L902;B07;342764;161651;FIDC;100;0;0;01/04/2024;Bradesco
L902;G24;335499;155722;FIDC;72;28;0;01/04/2024;Bradesco
L992;E03;311369;135642;FIDC;67;33;0;01/04/2024;Bradesco
L992;M21;262838;97856;FIDC;67;33;0;01/04/2024;Bradesco
L992;M07;262838;97855;FIDC;67;33;0;01/04/2024;Bradesco
M012;M303;290560;118899;FIDC;100;0;0;01/04/2024;Bradesco
M012;O306;350214;167238;FIDC;100;0;0;01/04/2024;Bradesco
M012;P304;348074;165901;FIDC;100;0;0;01/04/2024;Bradesco
M012;P305;348074;165900;FIDC;100;0;0;01/04/2024;Bradesco
M012;Q306;317582;140862;FIDC;100;0;0;01/04/2024;Bradesco
M012;C314;354971;170320;FIDC;100;0;0;01/04/2024;Bradesco
M012;Q310;350807;167700;FIDC;100;0;0;01/04/2024;Bradesco
M012;N306;334408;165143;FIDC;100;0;0;01/04/2024;Bradesco
M032;AE04;52008;109678;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AE05;52008;109681;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;C07;260910;96258;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AC11;283708;113472;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AC02;354338;169938;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;O12;260686;96296;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;O05;403087;120618;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;P13;260686;96076;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;S24;354319;169896;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;T03;260745;96128;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;Y14;276268;108042;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;Y15;276268;108045;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;Y07;355837;112849;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;N32;344694;96762;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;C06;260884;96245;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AD28;323072;113735;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;C0213;267592;102251;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;C0214;267592;102252;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AC28;276297;108078;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AE06;281272;111750;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M032;AB01;342980;109175;FIDC;76,5;23,5;0;01/04/2024;Bradesco
M052;AA10C;311080;145828;FIDC;100;0;0;01/04/2024;Bradesco
M052;AA09C;311080;145831;FIDC;100;0;0;01/04/2024;Bradesco
M052;AK03;333100;153725;FIDC;73;27;0;01/04/2024;Bradesco
M052;AZ01;311080;145806;FIDC;73;27;0;01/04/2024;Bradesco
M052;AZ02;311080;145807;FIDC;73;27;0;01/04/2024;Bradesco
M052;AZ03;311080;145808;FIDC;73;27;0;01/04/2024;Bradesco
M092;A16;275017;107137;FIDC;78,5;21,5;0;01/04/2024;Bradesco
M092;A10;276038;107836;FIDC;78,5;21,5;0;01/04/2024;Bradesco
