Divisão;Unidade;Código Cliente;Projeto Financeiro;Securitizadora; % AUSA ; % Parceiro ;% Sócio;Mês base;Banco Emissor
M692;J11;351261;167856;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;N13;344816;163403;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;O03;305994;131207;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;Q04;347635;165584;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;Q05;300579;126684;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;R14;340212;159197;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;U15;343990;162734;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;X03;328003;149402;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M692;Z03;345791;164134;8ª Emissão - RB CRI 371ª SÉRIE;87,5;12,5;0;01/04/2024;Bradesco
M512;I108;320654;143401;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;I111;349757;166977;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;K120;303686;129290;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;N116;348168;165958;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;O128;348036;165861;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;U103;346190;164413;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;Z108;332431;162788;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;Z110;346798;164978;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M512;Z116;344966;163503;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;B111;350768;167577;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;B116;349728;166920;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;C0101;291052;119257;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;F127;350933;167601;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;G111;350418;167632;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;G112;339572;159088;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;H110;287482;116567;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;H111;287482;116476;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;L105;345310;163753;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;L115;217720;116529;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;L120;217720;116484;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;M116;287484;116471;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;N111;287907;116833;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;N124;287526;116510;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;P114;286631;115821;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;P120;222887;115996;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;Q107;217720;154131;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;R111;286572;115738;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;R112;287505;116494;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;R113;287505;116564;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;R114;287505;116535;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;R123;339808;115725;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;R124;339808;115807;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M482;S120;286529;115727;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;U124;287548;116538;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;V114;286649;115813;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M482;W113;288040;116929;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;A09;430759;170119;8ª Emissão - RB CRI 371ª SÉRIE;68;32;0;01/04/2024;Bradesco
M722;A12;350926;167631;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;AD10;345305;163750;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;AE07;304079;129595;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;AE23;318499;141606;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;AF05;350373;167337;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;AF08;354794;170182;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;AF20;346219;164434;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;D09;351006;167794;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;E13;347248;165368;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;F04;270540;154853;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;F05;346343;164530;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;G04;350001;167099;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;G05;317903;141152;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;G19;376459;175492;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;H10;351149;167731;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;J07;347214;165263;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;J08;344148;162838;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;L01;344154;162841;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;L15;291845;119834;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;L19;343558;162285;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;L21;341826;160828;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;M09;353120;169705;8ª Emissão - RB CRI 371ª SÉRIE;68;32;0;01/04/2024;Bradesco
M722;N05;345984;164273;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;N13;347352;165388;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;O03;348267;166033;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;P06;323613;145845;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;Q02;358884;172601;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;QJ01;350498;167452;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;R09;360406;173419;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;S02;341816;160818;8ª Emissão - RB CRI 371ª SÉRIE;69;31;0;01/04/2024;Bradesco
M722;S10;362530;175099;8ª Emissão - RB CRI 371ª SÉRIE;68;32;0;01/04/2024;Bradesco
M722;S11;333234;153849;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;V02;334236;154713;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;W11;350108;167103;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;W12;284434;114008;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M722;X06;346653;164724;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;Y01;77801;149772;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;Y03;357415;171411;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;Y05;307477;132464;8ª Emissão - RB CRI 371ª SÉRIE;67;33;0;01/04/2024;Bradesco
M722;Y09;279030;110194;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M752;D105;290163;118788;8ª Emissão - RB CRI 371ª SÉRIE;62;38;0;01/04/2024;Bradesco
M752;G105;290163;118572;8ª Emissão - RB CRI 371ª SÉRIE;62;38;0;01/04/2024;Bradesco
M752;O113;345558;163941;8ª Emissão - RB CRI 371ª SÉRIE;62;38;0;01/04/2024;Bradesco
M752;P108;297000;123790;8ª Emissão - RB CRI 371ª SÉRIE;62;38;0;01/04/2024;Bradesco
M322;Q0519;344112;162814;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M322;Q0709;343505;162247;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M322;Q0713;334096;154597;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M322;Q1509;343555;162283;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M322;Q1905;343547;162277;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M322;Q2221;403425;162274;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;C1114;315281;139080;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0103;339473;158996;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0106;356763;171078;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0114;348633;166272;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0308;350458;145490;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0317;345032;163538;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0318;345032;163537;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0322;320115;142970;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0402;353088;169225;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0404;358945;172894;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0501;305067;130430;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0623;356764;171082;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0702;346265;164484;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0803;315054;138776;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0907;315281;138992;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q0910;311523;135760;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1410;346203;164421;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1413;348685;166312;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1426;339193;158723;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1502;288884;117899;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1503;288883;117579;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1526;304909;130290;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1710;358945;172729;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
M632;Q1913;304583;129996;8ª Emissão - RB CRI 371ª SÉRIE;64;36;0;01/04/2024;Bradesco
K872;B14;344826;163416;8ª Emissão - RB CRI 371ª SÉRIE;58;42;0;01/04/2024;Bradesco
K872;B20;359064;172834;8ª Emissão - RB CRI 371ª SÉRIE;58;42;0;01/04/2024;Bradesco
K872;H13;277648;109075;8ª Emissão - RB CRI 371ª SÉRIE;58;42;0;01/04/2024;Bradesco
K872;K11;346360;164537;8ª Emissão - RB CRI 371ª SÉRIE;58;42;0;01/04/2024;Bradesco
K872;K14;362424;172727;8ª Emissão - RB CRI 371ª SÉRIE;58;42;0;01/04/2024;Bradesco
K242;AE22;304814;130197;8ª Emissão - RB CRI 371ª SÉRIE;60;40;0;01/04/2024;Bradesco
K242;G18;348713;166338;8ª Emissão - RB CRI 371ª SÉRIE;60;40;0;01/04/2024;Bradesco
K242;K09;359865;173301;8ª Emissão - RB CRI 371ª SÉRIE;60;40;0;01/04/2024;Bradesco
K242;S17;345250;163718;8ª Emissão - RB CRI 371ª SÉRIE;60;40;0;01/04/2024;Bradesco
K242;V24;304690;132347;8ª Emissão - RB CRI 371ª SÉRIE;60;40;0;01/04/2024;Bradesco
KB82;A409;356407;170897;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
KB82;B446;354293;170138;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
KB82;D426;355638;170751;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
KB82;H424;355939;170750;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
KB82;M418;359152;172768;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M982;A120;310737;135157;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;A121;310737;135339;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;A221;355041;170472;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B112;310639;135080;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B125;358850;135048;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B130;311800;136001;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B138;311470;135717;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B139;310713;135139;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B206;359032;172704;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B217;312332;136471;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B218;312332;136473;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B220;311654;135875;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;B229;311680;135900;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;C204;312135;136278;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;C213;310985;135354;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;C214;311025;135380;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;CO0101;313599;137537;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;CO0103;313881;137782;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;CO0201;312160;136296;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;D118;362554;174473;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;D119;336715;156707;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;D122;310513;134978;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;D218;311080;135420;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;D219;360966;173720;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E112;354029;169943;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E114;315778;139401;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E123;316333;139848;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E124;316333;139849;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E125;311954;136129;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E135;356429;172896;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;E220;345960;135838;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;F108;311524;136010;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;F114;312829;136885;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;F115;312829;136867;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;F131;310895;135288;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;F213;311282;135572;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;G203;406155;135286;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;G210;311080;136195;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;H106;406785;170077;8ª Emissão - RB CRI 371ª SÉRIE;100;0;0;01/04/2024;Bradesco
M982;H109;310855;135253;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;H214;359032;172690;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;H222;310824;135224;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;H223;310824;135225;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;H231;387788;170558;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;I211;311032;135386;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;J221;310988;135356;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;K208;311647;135870;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;K210;313712;137635;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;K213;363994;135881;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;K221;313220;137209;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;L110;310806;135210;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;L123;311500;135739;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;L128;359511;174399;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;L208;334901;135566;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M110;310794;135200;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M124;311798;135998;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M125;311798;135999;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M203;311522;135759;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M211;348082;165909;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M237;311080;135438;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;M238;311080;136196;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;N120;311217;135524;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;N202;311080;138719;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;N216;311852;136047;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;O219;312498;136601;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;P124;310755;135172;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;P204;311685;135904;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;P223;311885;136073;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Q111;311822;136026;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Q124;311914;136098;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Q204;359032;172696;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Q217;362554;174347;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;R122;311938;136117;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S106;310752;135170;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S107;310752;136025;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S121;311828;136030;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S208;311035;135389;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S221;311004;135366;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;S222;311097;135757;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T102;361005;174398;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T108;312498;136594;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T110;311525;136582;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T111;311029;135383;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T112;311029;135387;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T204;311679;135897;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T209;313356;137328;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;T213;310962;135337;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U104;314442;138244;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U105;361518;174029;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U203;310670;135105;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U204;310670;136578;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U206;362554;174366;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U209;314396;138194;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U210;314316;138147;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U213;313775;138705;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;U215;312243;136379;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;V203;359031;172708;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;V212;311524;135761;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;V216;311621;135925;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;W202;311456;135780;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;W204;360964;173804;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;W211;312415;136666;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;W240;311900;136086;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;X223;362446;174353;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Y204;310710;135137;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Y205;313450;137412;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Y207;311281;135571;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
M982;Y210;359031;172710;8ª Emissão - RB CRI 371ª SÉRIE;65;35;0;01/04/2024;Bradesco
KF86;B305;313150;137153;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;B311;310414;134901;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;B315;349169;166675;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;BA305;308234;147390;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;C311;430817;133694;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;C326;308354;133170;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
KF86;E303;349330;166757;8ª Emissão - RB CRI 371ª SÉRIE;58,71;41,29;0;01/04/2024;Bradesco
